,ship_key,call_sign,speed,year_built,length,width,tonnage,engine_type,mmsi,ship_name,ship_type
749,749,JVZAQ,20,2016,336.0,33.0,222354.0,diesel,285565573,SEABEE,Bulk carrier
750,750,8CUCK,23,2007,358.0,40.0,238832.0,gasoline,593134094,SEARIDER,Bulk carrier
751,751,QG8DS,23,2004,360.0,39.0,240901.0,diesel,220704186,MEDI EGEO,Bulk carrier
752,752,2RMMW,24,2019,230.0,41.0,182576.0,lng,273420698,SAN CLEMENTE,Container ship
753,753,RKXCE,24,2013,191.0,32.0,104909.0,diesel/electric,693248761,SAN CHRISTOBAL,Container ship
754,754,P92NO,20,2003,159.0,38.0,117294.0,lng,680794096,SAN VICENTE,Container ship
755,755,EBVU1,22,2016,347.0,36.0,398178.0,diesel/electric,280698609,COPENHAGEN EAGLE,Bulk carrier
756,756,VV04Q,24,2008,345.0,44.0,316282.0,electric,271052760,SYDNEY EAGLE,Bulk carrier
757,757,W7KY5,21,2004,365.0,32.0,268590.0,lng,409243768,ALL STAR ATLAS,Bulk carrier
758,758,XWRIU,18,2019,142.0,31.0,60336.0,gasoline,613840010,CLIPPER JUPITER,Gas carrier
759,759,2IA89,22,2009,154.0,34.0,57244.0,electric,741003100,CLIPPER SATURN,Gas carrier
760,760,CBRVQ,25,2011,361.0,38.0,324030.0,diesel,332714846,LYDIA OLDENDORFF,Bulk carrier
761,761,OYW91,22,2014,326.0,49.0,230515.0,diesel/electric,576454384,SECRETARIAT,Bulk carrier
762,762,HUCS5,24,2006,356.0,39.0,266821.0,lng,415452280,DESERT CHALLENGER,Bulk carrier
763,763,DMV3I,21,2007,365.0,34.0,310148.0,diesel/electric,444179852,DESERT RANGER,Bulk carrier
764,764,KMKP0,25,2015,116.0,19.0,18192.0,lng,369557066,LARGO MARINER,Chemical tanker
765,765,XAM7T,18,2013,356.0,38.0,234227.0,diesel,202461993,MAINA,Bulk carrier
766,766,77C1L,21,2006,196.0,32.0,63257.0,diesel/electric,471391718,SPREAD EAGLE,Gas carrier
767,767,ZSWMW,19,2006,324.0,45.0,310637.0,electric,783443729,WESTERN LONDON,Bulk carrier
768,768,CDS6H,22,2006,349.0,38.0,212439.0,electric,372595106,WESTERN LIMA,Bulk carrier
769,769,XPTPJ,24,2009,359.0,45.0,358475.0,gasoline,423785760,WESTERN DURBAN,Bulk carrier
770,770,21D67,20,2017,333.0,41.0,200238.0,gasoline,666480475,ML HERON,Bulk carrier
771,771,J27WT,23,2011,348.0,40.0,203362.0,gasoline,395981369,GIANTS CAUSEWAY,Bulk carrier
772,772,SO194,22,2008,341.0,33.0,315571.0,diesel,335041777,CAPE TOWN EAGLE,Bulk carrier
773,773,WYDH4,20,2019,333.0,39.0,322049.0,gasoline,480254037,ZOLA,Bulk carrier
774,774,YAXWG,24,2016,332.0,35.0,344564.0,diesel/electric,724336020,KOMI,Bulk carrier
775,775,S8L1Y,23,2010,342.0,35.0,348017.0,gasoline,616058215,SIDER ONDA,Bulk carrier
776,776,3ZYL7,18,2013,328.0,33.0,336560.0,diesel,584083675,STEEL GRACE,Bulk carrier
777,777,VX399,23,2013,93.0,18.0,30617.0,diesel/electric,694991106,ACTIVE,Chemical tanker
778,778,9G44A,21,2007,340.0,35.0,107807.0,diesel,358602701,MIENA DESGAGNES,General cargo ship
779,779,JWMU8,19,2014,323.0,38.0,281609.0,electric,207895678,ZEYNO,Bulk carrier
780,780,UGOA5,25,2012,123.0,18.0,23177.0,electric,483583123,AMADEUS,Chemical tanker
781,781,NQ9VC,19,2003,109.0,18.0,19524.0,diesel,748562642,AMOR,Chemical tanker
782,782,DJQ2O,18,2005,126.0,28.0,13243.0,diesel,389920773,TAURUS LEADER,Vehicle carrier
783,783,N5S6M,26,2007,339.0,39.0,227015.0,diesel,770609739,IDEE FIXE,Bulk carrier
784,784,NKUS7,26,2009,337.0,39.0,367329.0,diesel,418667483,KALEY,Bulk carrier
785,785,S377K,23,2016,326.0,37.0,294527.0,lng,583388104,MONEGASQUE EPEE,Bulk carrier
786,786,QUXKB,25,2018,359.0,33.0,321150.0,lng,225578244,EMERALD ENTERPRISE,Bulk carrier
787,787,O7BZU,21,2015,322.0,44.0,176071.0,gasoline,579964114,OUTRIDER,General cargo ship
788,788,MB7ZE,24,2010,344.0,40.0,365122.0,lng,374584598,CAMILA,Bulk carrier
789,789,FLUAA,19,2018,324.0,42.0,238981.0,gasoline,685120011,TIA MARTA,Bulk carrier
790,790,PPGPA,19,2018,234.0,32.0,87495.0,electric,443382157,NISSOS HERACLEA,Oil tanker
791,791,9BWRI,22,2019,217.0,31.0,128255.0,gasoline,422058195,NISSOS SCHINOUSSA,Oil tanker
792,792,L3P52,21,1996,200.0,23.0,51174.0,lng,411856632,BW CARINA,Gas carrier
793,793,HF3BC,22,2012,201.0,28.0,67529.0,diesel,676752943,CRATIS,Gas carrier
794,794,KEXSQ,22,2001,155.0,38.0,115280.0,diesel,679383317,MSC LETIZIA,Container ship
795,795,H36W8,21,2007,187.0,45.0,134069.0,electric,721674845,MSC MELINE,Container ship
796,796,ST4L0,25,2009,170.0,37.0,273617.0,diesel,591972550,MSC VITA,Container ship
797,797,743MX,24,2014,333.0,39.0,150959.0,electric,371402474,MSC SOFIA CELESTE,Container ship
798,798,DDTZ3,18,2007,342.0,32.0,236218.0,diesel/electric,797894142,MSC BRUNELLA,Container ship
799,799,XOAKN,25,2011,164.0,35.0,209229.0,diesel,738538743,CMA CGM KERGUELEN,Container ship
800,800,7987A,21,2008,184.0,46.0,195657.0,lng,296080660,CMA CGM GEORG FORSTER,Container ship
801,801,R9RUH,18,2007,199.0,39.0,231212.0,gasoline,488478851,CMA CGM BOUGAINVILLE,Container ship
802,802,NHN4N,21,2015,105.0,18.0,31976.0,diesel/electric,236000915,NANCY P,Chemical tanker
803,803,IKAOB,25,2016,124.0,16.0,19894.0,diesel,702489805,ESSIE C,Chemical tanker
804,804,3Z8V4,20,2010,92.0,17.0,30146.0,lng,374348279,MARIE S,Chemical tanker
805,805,EP71A,22,2018,286.0,37.0,118628.0,gasoline,625366616,MSC SARA ELENA,Container ship
806,806,PON7J,22,2016,329.0,33.0,145600.0,diesel,730135302,MSC ANTONELLA,Container ship
807,807,S8MFG,26,2019,180.0,21.0,22614.0,electric,582229726,GLOVIS SUNRISE,Vehicle carrier
808,808,1FDSV,20,2018,122.0,35.0,24450.0,gasoline,208120287,GLOVIS SUMMIT,Vehicle carrier
809,809,5GQHO,24,2017,147.0,35.0,16971.0,gasoline,798899586,GLOVIS SYMPHONY,Vehicle carrier
810,810,3JZOV,25,2011,165.0,35.0,14325.0,lng,505902145,GLOVIS SPLENDOR,Vehicle carrier
811,811,8L78Q,22,2012,150.0,33.0,24477.0,diesel/electric,479322847,THERMOPYLAE,Vehicle carrier
812,812,XJFE4,24,2016,125.0,20.0,17642.0,diesel/electric,223298918,THALATTA,Vehicle carrier
813,813,BIY0D,22,2011,345.0,47.0,366507.0,electric,557824316,SOHO MERCHANT,Bulk carrier
814,814,QV4U7,23,2005,357.0,40.0,395518.0,electric,625946521,STONY STREAM,Bulk carrier
815,815,XHFVV,25,2007,361.0,36.0,251702.0,electric,265500592,CP SHANGHAI,Bulk carrier
816,816,6QHJ6,25,2005,341.0,41.0,300831.0,electric,540132880,GISELA OLDENDORFF,Bulk carrier
817,817,WZ9KR,21,1999,177.0,40.0,106594.0,lng,212135004,MSC OSCAR,Container ship
818,818,7U596,22,2000,352.0,50.0,202881.0,diesel,734026575,MSC OLIVER,Container ship
819,819,Y87YF,24,2009,274.0,45.0,99125.0,gasoline,562886364,MSC ZOE,Container ship
820,820,1IX94,26,2018,234.0,36.0,115501.0,diesel,365660527,FRONT LEOPARD,Oil tanker
821,821,TZ79C,24,2013,204.0,32.0,55286.0,gasoline,749107327,FRONT JAGUAR,Oil tanker
822,822,JMJYB,20,2015,324.0,45.0,367953.0,lng,646648028,GENTLE SEAS,Bulk carrier
823,823,ZV5EX,23,2017,350.0,45.0,236085.0,lng,487877452,MP ULTRAMAX 1,Bulk carrier
824,824,MKNZ9,26,2004,351.0,41.0,335424.0,diesel,799190105,MP ULTRAMAX 2,Bulk carrier
825,825,5F6QQ,26,2016,332.0,36.0,218890.0,electric,576389757,NM SAKURA,Bulk carrier
826,826,DKDDZ,26,2010,349.0,34.0,260683.0,lng,721404642,NM CHERRY BLOSSOM,Bulk carrier
827,827,4Z2NL,23,2016,128.0,17.0,13240.0,gasoline,207521812,ZOILO,Chemical tanker
828,828,SI4DB,24,2007,218.0,35.0,81443.0,diesel/electric,439406076,STI PONTIAC,Oil tanker
829,829,B1U87,18,2004,126.0,17.0,8231.0,lng,216931931,STI SENECA,Chemical tanker
830,830,QCAAS,24,2005,181.0,31.0,57915.0,gasoline,595923198,NAVIGATOR UMBRIO,Gas carrier
831,831,2XC6U,20,1998,223.0,28.0,57131.0,diesel,412141032,NAVIGATOR CENTAURI,Gas carrier
832,832,T93MT,26,2006,181.0,32.0,69950.0,gasoline,484759457,NAVIGATOR CERES,Gas carrier
833,833,22FJ1,26,2013,216.0,28.0,64105.0,diesel/electric,618395776,NAVIGATOR COPERNICO,Gas carrier
834,834,57F7X,21,2005,184.0,37.0,51407.0,diesel,586350337,NAVIGATOR CETO,Gas carrier
835,835,758X2,20,2014,149.0,48.0,230524.0,gasoline,526402107,YM WITNESS,Container ship
836,836,QWE6I,26,2006,185.0,46.0,159004.0,lng,448828679,YM WHOLESOME,Container ship
837,837,KRDZ4,26,2015,180.0,32.0,254789.0,diesel/electric,599159209,YM WELLNESS,Container ship
838,838,4ZKKK,25,1997,340.0,50.0,189710.0,diesel,276128508,YM WORTH,Container ship
839,839,U1EIY,18,2018,319.0,50.0,260499.0,lng,568845272,TIAN FU,General cargo ship
840,840,V4UP5,19,2017,298.0,45.0,162712.0,diesel,244316953,TIAN LU,General cargo ship
841,841,W9OBU,24,2000,345.0,36.0,229034.0,diesel,222931216,TIAN SHOU,General cargo ship
842,842,XB766,25,2017,320.0,38.0,123861.0,electric,752805927,TIAN XI,General cargo ship
843,843,3NWUX,22,2016,359.0,47.0,200230.0,lng,709544947,SBI ATHENA,Bulk carrier
844,844,HMMKD,18,2004,352.0,36.0,301853.0,diesel,646290584,SBI PHOEBE,Bulk carrier
845,845,F4DVP,18,2019,300.0,37.0,111609.0,diesel,208476139,MSC ELODIE,Container ship
846,846,OD8LI,18,1999,235.0,43.0,109603.0,gasoline,628260203,MSC NAOMI,Container ship
847,847,TR8EY,26,1997,204.0,34.0,226964.0,lng,282395814,MSC JULIE,Container ship
848,848,VBV7Z,18,2002,285.0,46.0,126969.0,gasoline,305120967,CMA CGM TIGRIS,Container ship
849,849,B7PCO,20,2016,185.0,33.0,222543.0,diesel/electric,240482858,CMA CGM URAL,Container ship
850,850,Q2D4K,26,2004,289.0,49.0,155204.0,gasoline,660701338,CMA CGM VOLGA,Container ship
851,851,NLC4U,19,2014,355.0,39.0,365556.0,diesel,562722228,SBI LEO,Bulk carrier
852,852,XHX4M,21,2011,345.0,46.0,345475.0,gasoline,475907428,SBI URSA,Bulk carrier
853,853,L8Q02,24,2009,326.0,35.0,236245.0,diesel/electric,649377511,SBI BRAVO,Bulk carrier
854,854,UQCX0,18,2015,349.0,46.0,232984.0,diesel/electric,468570780,SBI ANTARES,Bulk carrier
855,855,80I9A,21,2007,338.0,42.0,392532.0,diesel/electric,776853486,SBI MAIA,Bulk carrier
856,856,IBT6Y,25,2004,333.0,34.0,279039.0,gasoline,403962230,SBI PEGASUS,Bulk carrier
857,857,7OL8I,21,2004,348.0,48.0,305990.0,lng,622120368,SBI HERCULES,Bulk carrier
858,858,QP7EK,20,2015,280.0,36.0,41909.0,gasoline,669011962,MACOMA,LNG carrier
859,859,YEYUL,18,2018,128.0,16.0,8248.0,gasoline,591296156,CHEM HOUSTON,Chemical tanker
860,860,QLHHK,24,2011,100.0,15.0,15394.0,diesel,786738526,CHEM NEW YORK,Chemical tanker
861,861,DRIWT,24,2018,98.0,19.0,15900.0,diesel,492343507,CHEM ALTAMIRA,Chemical tanker
862,862,9WFZQ,22,2003,104.0,16.0,24739.0,lng,449859733,CHEM NEW ORLEANS,Chemical tanker
863,863,PJ8J6,20,2018,108.0,15.0,10496.0,gasoline,225126252,CHEM SINGAPORE,Chemical tanker
864,864,VLWXI,18,2008,123.0,20.0,22971.0,lng,605372674,ELKA ELEFSIS,Chemical tanker
865,865,52HVC,26,2007,225.0,33.0,124280.0,lng,343682447,BW RAVEN,Oil tanker
866,866,KGWXR,18,2009,237.0,36.0,62323.0,lng,440719114,BW PETREL,Oil tanker
867,867,KVLS1,26,2014,260.0,39.0,133028.0,lng,768917320,AKADIMOS,Container ship
868,868,5Q0O8,25,2012,150.0,35.0,189309.0,lng,491046063,ADONIS,Container ship
869,869,9B33T,18,2007,102.0,19.0,27823.0,lng,565111444,STI NOTTING HILL,Chemical tanker
870,870,7MVDM,19,2018,105.0,16.0,31309.0,diesel/electric,513469437,STI WESTMINSTER,Chemical tanker
871,871,66WJN,21,2019,214.0,35.0,54633.0,lng,364551412,STI HAMMERSMITH,Oil tanker
872,872,ZLGCJ,21,2005,110.0,19.0,27563.0,gasoline,695186120,STI ROTHERHITHE,Chemical tanker
873,873,5AE0Q,26,1997,226.0,35.0,53712.0,diesel,446317212,CONSTITUTION,Gas carrier
874,874,Y4ZU9,21,2013,355.0,33.0,205778.0,diesel/electric,486429958,V TRE,Bulk carrier
875,875,EGC1O,25,1998,127.0,33.0,22225.0,lng,329392142,ROSA DEI VENTI,Container/ro-ro cargo ship
876,876,FINAM,22,2006,262.0,46.0,169359.0,lng,408943378,ONE MILLAU,Container ship
877,877,ULW6G,20,2009,296.0,46.0,265771.0,electric,733905472,ONE MANCHESTER,Container ship
878,878,M9T72,25,2014,153.0,34.0,218576.0,gasoline,205861693,ONE MUNCHEN,Container ship
879,879,0XBR5,25,2005,352.0,47.0,381768.0,lng,556434197,IOANNIS K,Bulk carrier
880,880,4YLCV,21,2009,326.0,32.0,364783.0,electric,545345911,AGIA SOFIA,Bulk carrier
881,881,2OH79,24,2007,97.0,17.0,12698.0,lng,407851333,STI BRONX,Chemical tanker
882,882,GQRA5,21,2012,116.0,20.0,28233.0,diesel,685391892,STI BROOKLYN,Chemical tanker
883,883,P35DH,20,2006,321.0,44.0,174355.0,electric,681882687,CMA CGM VASCO DE GAMA,Container ship
884,884,8JAT5,23,2001,354.0,43.0,204709.0,lng,472406350,CMA CGM BENJAMIN FRANKLIN,Container ship
885,885,XWBDR,25,1997,321.0,41.0,134194.0,diesel,433226337,CMA CGM ZHENG HE,Container ship
886,886,A9WX7,26,2005,173.0,25.0,10981.0,diesel,734450231,HOEGH TRAPPER,Vehicle carrier
887,887,CRLYB,22,2004,164.0,33.0,11821.0,gasoline,287532945,GLOVIS CROWN,Vehicle carrier
888,888,OFO1R,21,2015,162.0,23.0,20939.0,electric,546041088,GLOVIS CRYSTAL,Vehicle carrier
889,889,A88PD,23,2007,125.0,29.0,15753.0,electric,322186162,GLOVIS CAPTAIN,Vehicle carrier
890,890,05BUB,20,2006,158.0,21.0,21860.0,electric,480702628,GLOVIS COSMOS,Vehicle carrier
891,891,ZCWEF,23,2018,114.0,20.0,10395.0,diesel/electric,337401311,STI MANHATTAN,Chemical tanker
892,892,N2WVP,23,2010,220.0,34.0,126399.0,diesel,648700956,STI QUEENS,Oil tanker
893,893,OTW89,18,2010,93.0,15.0,6836.0,diesel/electric,796665845,ARDMORE DAUNTLESS,Chemical tanker
894,894,JDHHL,25,2018,90.0,20.0,24826.0,electric,609178179,ARDMORE DEFENDER,Chemical tanker
895,895,ZF7MX,22,2004,322.0,45.0,296727.0,diesel,527677043,WESTERN SANTOS,Bulk carrier
896,896,3SOPB,24,2016,347.0,41.0,255273.0,electric,620885486,KELLETT ISLAND,Bulk carrier
897,897,W1I25,22,2016,339.0,34.0,259875.0,lng,528713642,EMPEROR,Bulk carrier
898,898,W9SQX,24,2004,358.0,43.0,222262.0,lng,293068308,SNOWY,Bulk carrier
899,899,J1C89,26,2007,351.0,32.0,304086.0,lng,299001799,GH SEABIRD,Bulk carrier
900,900,TI5TH,25,2015,345.0,45.0,292141.0,lng,713540070,GH ECLIPSE,Bulk carrier
901,901,EQLQ3,25,2012,320.0,41.0,397215.0,lng,675735143,CIELO DI ANGRA,Bulk carrier
902,902,9DH7Z,19,2010,326.0,33.0,251205.0,electric,393015526,CIELO DI TAMPA,Bulk carrier
903,903,PBKZ8,20,2007,228.0,32.0,113711.0,gasoline,700154903,STI OSCEOLA,Oil tanker
904,904,2HC85,25,2006,97.0,17.0,15330.0,electric,428480434,VUKOVAR,Chemical tanker
905,905,CE0DZ,25,2013,104.0,18.0,33573.0,gasoline,762037877,ARDMORE CHEROKEE,Chemical tanker
906,906,09CXS,21,2014,106.0,16.0,29303.0,diesel/electric,351331788,ARDMORE CHEYENNE,Chemical tanker
907,907,NJET9,22,2007,216.0,36.0,105715.0,diesel,713422726,ARDMORE CHINOOK,Oil tanker
908,908,IZ1AL,24,2012,338.0,33.0,204974.0,diesel/electric,329839224,ARMIA KRAJOWA,Bulk carrier
909,909,4E0F2,25,2011,336.0,40.0,335212.0,diesel,615828507,LEGIONY POLSKIE,Bulk carrier
910,910,JRGQK,18,2014,362.0,45.0,250760.0,diesel,719366237,SZARE SZEREGI,Bulk carrier
911,911,079MY,19,2010,365.0,33.0,296102.0,lng,748514475,SOLIDARNOSC,Bulk carrier
912,912,3NKY1,20,2019,209.0,31.0,127909.0,lng,721118129,BW EAGLE,Oil tanker
913,913,RERDW,18,2010,238.0,37.0,105133.0,diesel/electric,420604560,BW MYNA,Oil tanker
914,914,AXZO4,23,2016,230.0,34.0,83128.0,lng,267497557,STI SPIGA,Oil tanker
915,915,M5H3O,24,2005,206.0,36.0,82436.0,lng,751939379,STI LOMBARD,Oil tanker
916,916,6B2L6,21,2005,361.0,35.0,351949.0,lng,218708345,HUAYANG LILY,Bulk carrier
917,917,EIHXU,24,2018,267.0,37.0,263814.0,diesel,325746367,WIKING,Container ship
918,918,AEN5B,24,2005,158.0,48.0,214557.0,gasoline,508070747,YM WINDOW,Container ship
919,919,MYSE4,22,2012,234.0,49.0,85316.0,gasoline,753844673,YM WIND,Container ship
920,920,GNZYN,18,2017,266.0,32.0,239429.0,diesel/electric,510864795,YM WREATH,Container ship
921,921,24YFT,20,2006,338.0,37.0,327677.0,gasoline,758430854,FLORA K,Bulk carrier
922,922,QVKJI,18,2015,340.0,43.0,249723.0,lng,792959284,CAPRICORN TRADER,Bulk carrier
923,923,714WJ,23,2009,201.0,33.0,70871.0,lng,762136386,STI SAVILE ROW,Oil tanker
924,924,8XX07,25,2013,218.0,37.0,57460.0,diesel,784127608,STI SOLIDARITY,Oil tanker
925,925,CIYCO,20,2019,200.0,35.0,110308.0,electric,591281626,STI SOLACE,Oil tanker
926,926,AHKSV,22,2019,220.0,32.0,71836.0,lng,589375445,MAERSK TACOMA,Oil tanker
927,927,T650V,24,2009,200.0,30.0,99160.0,diesel/electric,618774487,MAERSK TAMPA,Oil tanker
928,928,IFREZ,24,2000,291.0,45.0,129713.0,lng,338958090,MSC MAYA,Container ship
929,929,7KAZD,24,2016,270.0,43.0,187991.0,diesel,372945255,MSC SVEVA,Container ship
930,930,T5ZPQ,20,2009,294.0,42.0,195534.0,diesel,694751010,MSC CLARA,Container ship
931,931,2MKA5,22,2010,359.0,43.0,243118.0,electric,622990540,INDIGO SPICA,Bulk carrier
932,932,VWQFT,22,2017,109.0,15.0,20375.0,electric,213492736,PYXIS EPSILON,Chemical tanker
933,933,39YP7,22,2002,145.0,45.0,259813.0,diesel,545416396,BRUSSELS EXPRESS,Container ship
934,934,IF5PX,20,2014,214.0,40.0,232229.0,electric,258890116,SALAHUDDIN,Container ship
935,935,Q1ZPB,26,2011,206.0,40.0,226961.0,lng,526013866,LINAH,Container ship
936,936,WBRX1,20,2000,364.0,39.0,165597.0,gasoline,746389094,AL NEFUD,Container ship
937,937,UXCH8,22,2003,355.0,44.0,135443.0,diesel,677691402,AL DAHNA,Container ship
938,938,TKA0S,18,2003,196.0,49.0,226398.0,lng,568445433,AL MURABBA,Container ship
939,939,8XH70,19,2002,162.0,35.0,223479.0,lng,327490158,AL NASRIYAH,Container ship
940,940,H1INN,21,2013,222.0,37.0,245004.0,gasoline,454804970,BARZAN,Container ship
941,941,WVU03,26,2015,290.0,44.0,209945.0,diesel,392683219,AL MURAYKH,Container ship
942,942,V1MK9,24,2010,328.0,42.0,117921.0,lng,788937050,AL ZUBARA,Container ship
943,943,U9POW,22,2012,354.0,42.0,261853.0,gasoline,432464004,IVS PINEHURST,Bulk carrier
944,944,2N8SY,26,2016,335.0,40.0,352584.0,lng,637237496,METSOVO,Bulk carrier
945,945,60D39,21,2007,340.0,44.0,239169.0,diesel,601571342,MEDI AERO,Bulk carrier
946,946,0RBE8,20,2006,358.0,37.0,313475.0,diesel,696627797,CAPRICORN MOON,Bulk carrier
947,947,4J303,24,2014,344.0,42.0,339645.0,gasoline,645910091,LEO IRIS,Bulk carrier
948,948,PG64T,26,2013,275.0,37.0,23842.0,lng,617692235,FLEX RANGER,LNG carrier
949,949,ON5DS,18,2013,276.0,35.0,12461.0,gasoline,275431857,FLEX RAINBOW,LNG carrier
950,950,Z8I4P,18,2016,314.0,47.0,152679.0,diesel/electric,324237858,CMA CGM CAYENNE,Container ship
951,951,4GX9C,20,2017,340.0,48.0,215279.0,diesel,669171799,CMA CGM MARSEILLE,Container ship
952,952,VSB08,24,2003,225.0,39.0,100592.0,diesel,258800865,CMA CGM SAINT LAURENT,Container ship
953,953,B40S4,24,2014,361.0,41.0,385104.0,diesel,757914703,INTERLINK FIDELITY,Bulk carrier
954,954,19J8V,24,2007,332.0,48.0,206776.0,gasoline,580261709,INTERLINK MOBILITY,Bulk carrier
955,955,9VKTK,18,2005,353.0,38.0,234743.0,diesel/electric,663377911,INTERLINK SAGACITY,Bulk carrier
956,956,1MP1Q,21,2013,363.0,46.0,285456.0,electric,226606955,INTERLINK VERACITY,Bulk carrier
957,957,HZ183,20,2018,324.0,42.0,284314.0,diesel,658576883,ALKYONIS,Bulk carrier
958,958,PCU6N,25,2006,237.0,32.0,102225.0,diesel/electric,415892147,HAFNIA ANE,Oil tanker
959,959,Y06NM,21,2018,110.0,19.0,22053.0,diesel,568595483,HAFNIA DAISY,Chemical tanker
960,960,MGOW5,22,2010,209.0,36.0,57231.0,electric,338002463,JAG PUNIT,Oil tanker
961,961,FNEBV,21,2005,360.0,41.0,392749.0,diesel,530051191,BTG OLYMPOS,Bulk carrier
962,962,F1YRQ,21,2002,297.0,46.0,165762.0,lng,776735678,UASC AL KHOR,Container ship
963,963,Y9H1X,18,2019,341.0,35.0,267977.0,gasoline,649594282,MAIRA XL,Container ship
964,964,697UR,24,2016,188.0,34.0,112707.0,diesel/electric,590214331,MSC CHANNE,Container ship
965,965,S183X,21,2007,103.0,19.0,21612.0,electric,355368060,ALKAIOS,Chemical tanker
966,966,OLF9D,18,2004,330.0,35.0,320732.0,gasoline,731392504,CP TIANJIN,Bulk carrier
967,967,1165I,24,2013,333.0,35.0,272644.0,diesel/electric,771652417,CP NANJING,Bulk carrier
968,968,DD463,26,2007,341.0,35.0,340902.0,diesel/electric,797214040,TOBA,Bulk carrier
969,969,3YWL3,23,2014,365.0,48.0,260611.0,electric,286128799,OLIVIA R,Bulk carrier
970,970,IY5TK,24,2009,335.0,40.0,347085.0,gasoline,711356914,ALPHA DISCOVERY,Bulk carrier
971,971,M0289,19,2002,137.0,31.0,11349.0,lng,753617135,HOEGH TRAVELLER,Vehicle carrier
972,972,DUJW8,25,2010,336.0,45.0,346831.0,gasoline,646763008,XENIA,Bulk carrier
973,973,PL51K,26,2017,329.0,42.0,357286.0,lng,719376075,EQUINOX EAGLE,Bulk carrier
974,974,4NZ24,21,2006,357.0,39.0,374042.0,electric,232288789,HONEY BADGER,Bulk carrier
975,975,V8NVT,26,2010,362.0,46.0,249049.0,gasoline,416276366,WOLVERINE,Bulk carrier
976,976,83P9S,19,2006,325.0,42.0,270743.0,electric,664196850,ELSA,Bulk carrier
977,977,1ESQP,22,2007,346.0,32.0,379093.0,electric,415100286,NONI,Bulk carrier
978,978,D7SV1,21,2009,239.0,30.0,104637.0,lng,699875585,ARETEA,Oil tanker
979,979,1CRK7,19,2008,208.0,34.0,86218.0,diesel/electric,753670700,SEASPRITE,Oil tanker
980,980,LX05E,20,2008,141.0,26.0,69928.0,lng,713564930,ASTIPALEA,Gas carrier
981,981,ZB95F,25,2004,159.0,20.0,59973.0,lng,462527647,PAROS,Gas carrier
982,982,BZ92Z,21,1999,226.0,30.0,50668.0,gasoline,354964868,KITHNOS,Gas carrier
983,983,OH51D,18,2019,105.0,19.0,24779.0,diesel,439251032,NAVIG8 AVENTURINE,Chemical tanker
984,984,V92C4,18,2010,112.0,17.0,23051.0,electric,698408485,NAVIG8 ANDESINE,Chemical tanker
985,985,DXH4G,18,2012,124.0,16.0,32455.0,diesel/electric,717543973,NAVIG8 ARONALDO,Chemical tanker
986,986,AZIHD,22,2008,125.0,17.0,27945.0,lng,239842120,NAVIG8 AQUAMARINE,Chemical tanker
987,987,WZ5MB,18,2007,359.0,32.0,220732.0,diesel,658099276,MAESTRO DIAMOND,Bulk carrier
988,988,EQYMZ,20,2004,322.0,40.0,373283.0,lng,517352904,MAESTRO PEARL,Bulk carrier
989,989,YCZRF,22,2005,332.0,46.0,289702.0,gasoline,592216999,INTERLINK EQUALITY,Bulk carrier
990,990,ZDVM7,22,2005,352.0,45.0,262230.0,electric,301893054,INTERLINK NOBILITY,Bulk carrier
991,991,KWIHV,19,2005,339.0,34.0,274653.0,gasoline,266884166,INTERLINK SOLIDITY,Bulk carrier
992,992,WK69Z,24,2001,132.0,29.0,63824.0,lng,414103988,BAKKEN LADY,Gas carrier
993,993,8K1OA,19,2007,226.0,28.0,61430.0,electric,506302322,EAGLE FORD LADY,Gas carrier
994,994,OOOJ2,26,2009,334.0,43.0,272118.0,diesel,474649891,OCEAN ENTERPRISE,Bulk carrier
995,995,PYLWM,25,2019,339.0,34.0,271513.0,lng,784773999,TIGER HEBEI,Bulk carrier
996,996,5NSM7,19,2011,210.0,33.0,118918.0,diesel/electric,785906156,TORM THOR,Oil tanker
997,997,LGJ6L,21,2018,204.0,32.0,94706.0,gasoline,560162467,TORM TITAN,Oil tanker
998,998,UH1FW,20,2011,336.0,47.0,245685.0,diesel,440165973,SBI SAMBA,Bulk carrier
999,999,9RYDI,21,2011,358.0,44.0,302769.0,gasoline,567037560,SBI RUMBA,Bulk carrier
1000,1000,7LXMN,21,2011,189.0,28.0,53948.0,diesel,380799024,PACIFIC VENUS,Gas carrier
1001,1001,YTMYN,25,2007,222.0,35.0,69043.0,electric,319044001,PACIFIC JUPITER,Gas carrier
1002,1002,XU0WJ,19,2009,126.0,17.0,27140.0,electric,261632051,MTM PENANG,Chemical tanker
1003,1003,2XVV2,24,2003,119.0,19.0,19232.0,lng,400511031,MTM SANTOS,Chemical tanker
1004,1004,BHJJK,23,2011,337.0,35.0,254117.0,gasoline,219295498,CENTURIUS,Bulk carrier
1005,1005,SGPU2,19,2003,133.0,32.0,22699.0,gasoline,569310928,HAWAIIAN HIGHWAY,Vehicle carrier
1006,1006,TPRDA,21,2005,337.0,39.0,343500.0,lng,361497341,STAR LUTAS,Bulk carrier
1007,1007,2R3B0,25,2008,208.0,35.0,79605.0,gasoline,745505295,STI STABILITY,Oil tanker
1008,1008,6B8XP,18,2009,239.0,36.0,112572.0,electric,585282679,STI KINGSWAY,Oil tanker
1009,1009,RZGNG,20,2011,222.0,33.0,97740.0,lng,538135020,STI NAUTILUS,Oil tanker
