imo,fuel_consumption,sea_time,co2_distance,co2_transport,EEDI,verifier_key,ship_key,issue_date_key,expiry_date_key
9870707,1915.7,1644.8,302.97,8.91,4.77,12,3019,20210505,20220630
9873656,1156.6,667.0,432.53,10.58,4.22,12,3039,20210423,20220630
9873670,1543.5,1214.0,314.36,9.81,4.23,12,3040,20210423,20220630
9874210,3309.6,1190.0,625.53,3.07,2.02,12,3041,20210420,20220630
9877614,563.0,639.0,223.73,12.96,6.92,12,3060,20210629,20220630
9877626,892.7,947.2,236.25,6.77,7.83,12,3061,20210520,20220630
9883132,1053.0,1024.5,255.34,6.99,3.67,12,3070,20210429,20220630
9883481,1407.49,1762.4,200.9,15.08,7.67,12,3071,20211205,20220630
9884605,1010.1,1088.6,242.09,6.44,3.87,12,3073,20210415,20220630
9007116,3519.65,5479.66,257.08,,36.59,3,1,20210429,20220630
9007128,2525.9,4988.33,202.67,,36.98,3,2,20210429,20220630
9131955,1538.6,2638.41,237.76,406.01,37.2,3,7,20211008,20220630
9131967,1513.3,1816.75,242.55,290.25,37.2,3,8,20211008,20220630
9150030,1675.41,2443.0,274.49,,36.24,3,9,20210429,20220630
9206786,6726.4,6675.9,332.68,153.88,29.2,3,34,20211008,20220630
9461702,2112.44,2175.4,278.22,13.51,3.11,3,217,20210806,20220630
9471654,697.7,1750.59,234.78,15.41,13.89,3,224,20210630,20220630
9471678,460.1,492.0,260.67,29.1,13.84,3,225,20210630,20220630
9492440,1070.8,1036.94,301.88,7.85,5.18,3,237,20210704,20220630
9594286,650.19,1937.32,124.62,,10.6,3,310,20210427,20220630
9594298,628.4,1837.35,115.96,,10.8,3,311,20210427,20220630
9596258,136.3,129.0,319.9,12.46,6.07,3,319,20210429,20220630
9602710,3472.63,2680.6,335.19,8.45,10.83,3,327,20210430,20220630
9602722,2762.02,2086.6,359.47,9.97,10.83,3,328,20210430,20220630
9604017,196.8,157.6,337.9,,3.73,3,329,20210430,20220630
9617959,2513.66,1426.0,460.05,12.08,7.78,3,348,20210630,20220630
9626132,1599.9,4046.13,137.71,,9.6,3,369,20210427,20220630
9626144,223.03,506.42,146.14,,9.3,3,370,20210427,20220630
9626156,501.83,1262.5,136.26,,9.4,3,371,20210427,20220630
9657844,1519.0,1877.0,224.3,6.51,4.71,3,437,20210428,20220630
9657868,1010.0,1348.0,193.85,7.47,4.71,3,438,20210428,20220630
9657870,1456.0,1697.0,228.56,9.99,4.89,3,439,20210428,20220630
9659660,2557.3,2879.0,232.01,17.33,7.06,3,448,20210429,20220630
9659672,974.27,1067.5,238.57,23.46,6.99,3,449,20210429,20220630
9659799,1183.0,1475.75,213.36,8.53,5.11,3,450,20210628,20220630
9662019,233.98,311.98,215.99,,8.55,3,453,20210430,20220630
9662021,4424.76,5716.29,233.2,30.96,8.55,3,454,20210517,20220630
9667344,6507.35,4576.0,300.45,44.44,53.16,3,482,20210521,20220630
9674361,1014.0,1168.92,241.6,9.26,5.11,3,516,20210713,20220630
9674373,2263.3,3054.17,206.17,7.83,5.11,3,517,20210628,20220630
9674385,1837.2,2459.33,211.02,8.19,5.11,3,518,20210628,20220630
9674397,353.5,444.85,209.22,7.33,5.11,3,519,20210628,20220630
9675066,3253.67,4471.82,206.44,66.82,13.1,3,524,20210430,20220630
9679919,3279.7,1177.0,674.67,10.04,8.98,3,534,20210422,20220630
9681871,665.0,689.0,242.07,9.82,4.65,3,550,20210428,20220630
9681883,125.0,146.0,233.07,,4.68,3,551,20210428,20220630
9681895,1252.0,1678.0,227.0,6.9,4.53,3,552,20210428,20220630
9682253,2637.18,3363.53,224.58,29.62,8.96,3,554,20210430,20220630
9682265,2993.44,3344.27,263.72,36.63,8.53,3,555,20210430,20220630
9683738,500.4,1167.0,181.08,67.7,17.63,3,578,20210716,20220630
9683740,653.61,1141.0,256.69,123.38,17.63,3,579,20210716,20220630
9692129,3560.3,3521.77,265.69,12.51,4.41,3,649,20210429,20220630
9692131,1578.7,1709.65,234.19,12.07,4.4,3,650,20210429,20220630
9692143,3375.2,3855.83,251.75,10.71,4.41,3,651,20210429,20220630
9692155,2182.9,2132.47,276.71,10.66,4.41,3,652,20210429,20220630
9694373,3302.57,5364.28,229.45,86.15,13.07,3,684,20210430,20220630
9696101,2069.27,1628.0,442.59,4.33,2.55,3,703,20210704,20220630
9697210,806.66,885.27,236.63,17.97,4.75,3,723,20210429,20220630
9697222,1913.04,1979.5,279.63,10.5,4.79,3,724,20210429,20220630
9699359,2141.11,2003.17,323.16,6.12,3.93,3,755,20210323,20220630
9699373,3105.03,2981.5,310.75,6.57,3.96,3,756,20210324,20220630
9700134,1573.93,1692.36,255.84,6.32,3.84,3,772,20210323,20220630
9703590,1310.5,1330.5,281.88,6.28,3.88,3,823,20210405,20220630
9703605,875.67,987.6,270.79,7.14,3.92,3,824,20210405,20220630
9705720,2992.23,3745.57,219.04,15.44,7.43,3,859,20210427,20220630
9705744,2049.89,1842.9,293.23,24.27,7.33,3,861,20210426,20220630
9705756,2113.56,2531.46,212.25,15.38,7.42,3,862,20210426,20220630
9705768,2917.0,3775.0,214.6,15.38,7.43,3,863,20210427,20220630
9707625,2121.0,2014.0,267.94,5.99,4.17,3,896,20210423,20220630
9709001,826.0,836.4,270.74,4.49,3.55,3,947,20210704,20220630
9709465,240.16,339.0,186.31,7.5,5.96,3,957,20210421,20220630
9712618,1330.81,1884.79,205.96,11.73,5.22,3,1004,20210430,20220630
9713179,600.1,1028.37,179.48,8.86,5.08,3,1017,20210403,20220630
9713193,766.2,1062.6,194.8,9.4,5.15,3,1018,20210403,20220630
9714264,904.0,1086.0,251.02,11.51,4.71,3,1026,20210428,20220630
9715191,1230.0,1624.0,195.04,6.9,4.62,3,1040,20210428,20220630
9715206,341.0,553.0,203.65,6.66,4.72,3,1041,20210428,20220630
9715220,1383.0,1713.0,218.06,10.41,4.56,3,1042,20210428,20220630
9716004,1851.0,2517.0,213.39,16.1,7.16,3,1047,20210426,20220630
9718909,420.7,554.9,262.1,4.75,3.85,3,1087,20210430,20220630
9721566,827.0,1042.0,231.1,8.08,4.6,3,1136,20210428,20220630
9721578,1482.0,1857.0,239.62,7.06,4.55,3,1137,20210428,20220630
9721580,2103.0,2293.0,237.57,8.18,4.58,3,1138,20210428,20220630
9721906,1640.4,1260.7,352.94,9.3,4.71,3,1150,20210429,20220630
9725550,3268.53,3438.1,289.31,7.21,4.27,3,1230,20211103,20220630
9726164,2599.53,3768.6,206.7,9.12,5.3,3,1249,20211103,20220630
9726229,934.05,795.1,279.99,8.27,4.51,3,1251,20211103,20220630
9726243,1044.64,1012.4,294.34,7.52,4.5,3,1253,20211103,20220630
9728851,1211.4,892.07,308.38,54.07,16.15,3,1311,20210429,20220630
9728863,662.97,605.64,284.45,44.45,16.23,3,1312,20210429,20220630
9730206,2473.91,2245.43,274.3,7.77,4.03,3,1335,20210415,20220630
9730232,1243.95,1228.13,287.43,9.08,4.03,3,1336,20210415,20220630
9730268,859.95,847.8,278.81,8.95,4.14,3,1337,20210415,20220630
9730270,1857.03,1782.47,293.95,7.58,4.12,3,1338,20210415,20220630
9736066,2184.37,2279.6,261.96,6.11,4.27,3,1425,20211103,20220630
9736365,6289.4,6116.23,266.6,112.04,12.23,3,1431,20211008,20220630
9736377,6942.3,5842.56,245.86,84.74,12.23,3,1432,20211008,20220630
9737113,1345.44,1971.55,197.66,7.73,5.15,3,1441,20210430,20220630
9740770,1898.82,3378.67,248.89,24.54,7.03,3,1502,20210426,20220630
9740782,2028.0,2787.0,201.34,13.1,6.94,3,1503,20210427,20220630
9741724,600.83,1028.99,173.67,8.06,13.54,3,1519,20210720,20220630
9743291,2426.01,1338.0,508.28,4.06,2.45,3,1550,20210429,20220630
9743588,471.55,546.2,240.63,8.36,3.84,3,1553,20210324,20220630
9743590,1010.54,808.98,315.48,7.29,3.81,3,1554,20210323,20220630
9745512,1946.43,2095.39,278.47,213.87,8.75,3,1582,20210430,20220630
9745524,3483.24,2647.76,323.88,39.59,8.46,3,1583,20210430,20220630
9745536,802.37,919.29,214.67,151.54,8.64,3,1584,20210430,20220630
9746255,3949.59,3793.0,287.85,10.6,4.19,3,1595,20210521,20220630
9748007,4785.15,5602.3,254.55,37.69,10.5,3,1622,20210429,20220630
9748265,2029.0,2756.0,194.2,9.55,5.04,3,1628,20210426,20220630
9748277,2056.0,3208.0,188.67,11.8,5.25,3,1629,20210426,20220630
9749532,2179.62,1079.0,551.45,10.21,3.02,3,1653,20210806,20220630
9750921,1225.2,576.8,557.66,2.98,2.34,3,1673,20210403,20220630
9750933,2162.5,1298.7,572.42,5.79,2.35,3,1674,20210403,20220630
9750957,5008.7,2867.66,484.29,3.2,2.33,3,1675,20210403,20220630
9753284,1725.8,2239.85,216.33,10.48,4.73,3,1700,20210403,20220630
9754991,641.31,740.67,275.42,5.02,4.94,3,1720,20210323,20220630
9755725,1066.32,1030.3,274.35,14.76,6.08,3,1726,20210429,20220630
9755842,497.0,544.0,232.91,9.54,5.05,3,1728,20210430,20220630
9757254,1606.4,1783.98,232.52,23.02,6.15,3,1746,20210429,20220630
9768942,1651.0,2672.0,181.31,6.77,5.46,3,1873,20210428,20220630
9777541,2408.1,5053.19,199.7,57.01,17.1,3,1970,20210427,20220630
9777711,1327.4,1917.95,192.57,6.97,5.06,3,1976,20210614,20220630
9782027,2401.66,2225.6,297.57,5.82,4.35,3,2045,20210316,20220630
9784647,131.99,151.9,262.16,8.33,11.5,3,2098,20210422,20220630
9784893,385.2,885.0,214.61,86.65,17.63,3,2101,20210308,20220630
9791896,418.4,629.0,188.85,5.72,5.65,3,2196,20210428,20220630
9791937,658.16,809.09,205.72,8.11,5.48,3,2200,20210521,20220630
9792448,845.64,1121.0,255.97,6.23,3.6,3,2207,20210429,20220630
9797228,3510.5,2753.0,356.22,5.52,2.74,3,2261,20210521,20220630
9801304,1255.9,1670.9,234.92,4.82,3.67,3,2335,20210704,20220630
9804215,115.27,790.3,130.28,47.34,13.72,3,2361,20210531,20220630
9804227,64.84,148.8,138.12,70.85,13.72,3,2362,20210531,20220630
9804239,78.8,180.0,179.14,58.61,15.54,3,2363,20210531,20220630
9815252,932.4,1245.0,198.48,12.24,6.97,3,2454,20210427,20220630
9815276,2426.0,3630.0,186.28,13.14,6.96,3,2455,20210427,20220630
9816593,1133.1,1604.0,196.62,6.38,5.49,3,2465,20210403,20220630
9817470,4441.9,3520.3,432.92,7.68,3.24,3,2472,20210806,20220630
9817494,2995.0,2066.8,408.64,5.3,2.78,3,2473,20210806,20220630
9818058,6219.15,4107.6,487.57,10.7,3.24,3,2481,20210806,20220630
9820996,1653.63,2401.05,207.53,7.49,5.55,3,2515,20210521,20220630
9822841,2382.06,1246.05,379.67,79.99,18.19,3,2521,20210430,20220630
9822853,5445.07,2701.27,391.65,45.13,18.19,3,2522,20210430,20220630
9828857,1573.3,1334.71,328.86,5.0,3.49,3,2560,20210430,20220630
9829069,97.9,287.5,106.4,63.03,12.49,3,2568,20210531,20220630
9829382,4251.81,1476.3,639.09,9.89,2.19,3,2571,20210806,20220630
9831062,1536.0,1167.32,363.76,6.67,3.04,3,2596,20210429,20220630
9831074,1822.65,1061.0,409.91,9.79,3.08,3,2597,20210429,20220630
9832509,1958.7,3158.67,184.36,9.38,5.36,3,2619,20210625,20220630
9832585,13474.01,5256.82,508.65,62.72,9.34,3,2624,20210430,20220630
9832597,12952.26,4114.07,590.09,94.9,9.34,3,2625,20210430,20220630
9835044,1456.2,1375.3,274.42,13.24,4.34,3,2656,20210430,20220630
9838199,277.72,829.27,135.08,47.99,12.93,3,2705,20210531,20220630
9839105,1525.55,1337.2,313.77,8.54,4.17,3,2722,20210521,20220630
9840790,220.0,273.0,224.14,11.41,4.12,3,2749,20210104,20220630
9845817,1392.97,1279.84,283.33,6.22,3.33,3,2785,20210415,20220630
9847243,878.61,660.0,391.74,5.54,2.47,3,2802,20210704,20220630
9849435,764.16,2670.7,109.05,29.9,14.49,3,2821,20210630,20220630
9849459,411.0,1246.9,120.15,35.16,14.27,3,2822,20210630,20220630
9849461,651.72,2091.59,119.78,31.15,14.26,3,2823,20210630,20220630
9849473,602.79,2011.17,121.41,36.91,12.96,3,2824,20210630,20220630
9851103,430.5,1374.5,102.35,31.71,14.06,3,2838,20210507,20220630
9851115,94.13,288.84,82.42,133.35,14.06,3,2839,20210630,20220630
9851505,648.6,780.61,285.98,5.71,3.22,3,2841,20210704,20220630
9851517,913.2,849.19,270.11,7.93,3.23,3,2842,20210704,20220630
9853400,3154.6,2268.6,402.9,6.16,3.47,3,2883,20210806,20220630
9853606,756.15,704.0,281.92,5.87,3.79,3,2884,20210429,20220630
9860142,3702.22,1546.47,447.5,51.32,9.34,3,2949,20210430,20220630
9860489,1031.6,821.4,424.17,4.36,2.44,3,2954,20210704,20220630
9860556,2979.5,3564.15,245.88,3.12,3.31,3,2956,20210429,20220630
9862944,1465.57,1435.8,308.87,8.97,3.97,3,2966,20210427,20220630
9865245,1023.7,1600.62,182.75,5.89,5.09,3,2982,20210614,20220630
9870874,319.77,397.2,234.81,15.95,4.07,3,3020,20211103,20220630
9870886,328.28,428.6,202.42,6.87,3.99,3,3021,20211103,20220630
9873096,273.66,892.0,112.21,42.52,12.92,3,3032,20210630,20220630
9873101,152.66,348.93,146.81,54.42,12.92,3,3033,20210507,20220630
9873113,462.33,1395.43,119.09,38.9,14.27,3,3034,20210630,20220630
9873125,313.15,1080.84,79.92,20.92,13.1,3,3035,20210630,20220630
9888209,868.0,912.0,242.11,5.44,3.59,3,3074,20210423,20220630
9888792,462.28,1395.75,120.51,34.81,12.9,3,3075,20210507,20220630
9888807,1349.86,4030.81,115.82,26.6,13.05,3,3076,20210630,20220630
9889198,577.74,1758.3,115.84,30.14,13.43,3,3077,20210630,20220630
9897690,560.29,1841.4,102.17,31.74,14.19,3,3082,20210630,20220630
9897705,610.11,2638.92,109.16,27.53,14.23,3,3083,20210630,20220630
9900502,373.54,1424.34,99.99,27.68,13.04,3,3084,20210107,20220630
9900514,474.06,1527.66,112.19,20.8,13.02,3,3085,20210107,20220630
9902196,200.03,594.63,120.61,38.45,13.02,3,3086,20210107,20220630
9903827,211.84,1119.42,113.58,33.17,14.03,3,3087,20210630,20220630
9903839,894.1,2741.36,117.07,27.11,14.47,3,3088,20210630,20220630
9903841,103.6,329.67,131.71,53.83,14.12,3,3089,20210630,20220630
9903853,146.91,461.74,103.79,39.68,14.21,3,3090,20210630,20220630
9903865,255.91,729.83,149.3,43.28,14.17,3,3091,20210630,20220630
9910088,179.7,617.25,108.29,17.64,13.08,3,3092,20210107,20220630
9120384,1607.3,2912.38,219.35,142.1,17.41,6,6,20211103,20220630
9155365,1015.34,811.4,362.87,28.94,19.84,6,12,20210803,20220630
9193288,4501.36,2329.93,477.85,13.32,14.63,6,29,20210207,20220630
9193290,4399.66,3594.6,549.13,14.87,14.66,6,30,20210217,20220630
9193317,4584.12,2235.6,499.66,12.1,14.83,6,31,20210416,20220630
9229843,8164.66,2517.05,805.41,13.68,12.38,6,41,20210225,20220630
9229855,8713.93,2363.2,836.02,13.18,12.31,6,42,20210216,20220630
9232565,8516.02,3743.8,528.05,21.99,13.78,6,45,20210216,20220630
9232577,1819.6,1375.5,546.2,82.62,13.34,6,46,20210216,20220630
9232589,9537.34,3871.6,548.03,26.48,13.35,6,47,20210216,20220630
9295268,17518.35,5480.2,759.51,15.43,9.4,6,70,20210216,20220630
9323481,5994.36,5112.8,307.93,26.09,20.67,6,103,20210803,20220630
9343728,15491.33,5201.5,659.59,11.99,9.39,6,113,20210216,20220630
9357860,729.67,664.1,388.71,45.47,20.81,6,128,20210803,20220630
9393448,1898.01,3845.76,238.29,12.6,7.62,6,137,20210526,20220630
9393450,2984.22,3451.21,268.62,15.04,7.48,6,138,20210520,20220630
9393462,2738.57,3101.61,278.43,17.04,7.64,6,139,20210105,20220630
9393474,1629.78,1792.87,289.95,13.15,7.72,6,140,20210705,20220630
9404716,2149.16,2354.98,276.04,214.17,19.19,6,152,20210604,20220630
9422378,3323.93,4117.06,246.0,15.81,7.65,6,163,20210105,20220630
9441984,2343.82,2796.97,264.46,12.01,7.98,6,178,20210105,20220630
9450416,13043.75,5615.2,613.95,12.2,12.76,6,189,20210217,20220630
9452593,1200.39,1000.83,330.71,7.03,4.24,6,195,20210105,20220630
9452608,1287.34,1064.78,344.04,6.02,4.26,6,196,20210605,20220630
9452610,2286.18,1629.17,372.45,10.95,4.26,6,197,20210528,20220630
9452622,1896.67,1326.68,402.33,9.23,4.32,6,198,20210105,20220630
9461051,1305.3,269.4,910.95,10.41,10.39,6,215,20210217,20220630
9470404,4011.69,3492.47,351.38,8.27,4.55,6,223,20210415,20220630
9486582,367.44,412.1,272.53,24.66,5.77,6,236,20210521,20220630
9496252,2776.23,3703.0,251.9,15.29,7.74,6,240,20210105,20220630
9496264,2007.81,2398.02,254.5,13.54,8.04,6,241,20210605,20220630
9501332,6879.11,1555.1,958.48,11.25,10.33,6,248,20210218,20220630
9501344,3225.04,817.1,844.83,7.58,10.39,6,249,20210216,20220630
9501356,6358.26,1643.63,930.29,9.57,10.23,6,250,20210218,20220630
9501368,6948.39,1716.5,879.36,8.97,10.29,6,251,20210303,20220630
9501370,2235.72,677.0,778.6,9.99,10.3,6,252,20211003,20220630
9509449,1758.9,2031.05,281.03,9.39,4.21,6,254,20210430,20220630
9521813,724.55,1707.53,192.39,37.15,10.44,6,255,20210105,20220630
9521825,316.0,405.59,203.53,20.34,10.23,6,256,20210525,20220630
9521849,673.44,1006.75,216.07,22.34,10.04,6,257,20210105,20220630
9521863,1270.5,1902.88,230.97,22.25,10.11,6,258,20210105,20220630
9521875,1691.3,2417.38,217.33,23.88,10.16,6,259,20210105,20220630
9577628,2719.03,3220.2,244.84,7.42,5.5,6,282,20210430,20220630
9577630,984.46,1222.6,215.73,8.06,5.74,6,283,20210422,20220630
9592264,6892.8,4910.0,440.62,10.36,3.64,6,306,20210428,20220630
9592290,7178.3,4628.91,486.94,9.68,3.59,6,307,20210428,20220630
9592305,9607.8,5720.68,483.49,8.14,3.59,6,308,20210428,20220630
9594822,1604.68,1004.15,514.04,9.85,3.02,6,312,20210206,20220630
9594834,3284.59,1638.6,608.35,6.63,3.12,6,313,20210322,20220630
9596040,1568.56,2394.47,193.3,8.95,5.04,6,317,20210805,20220630
9596052,2663.69,4077.95,206.45,9.06,5.02,6,318,20210805,20220630
9607203,2326.92,2227.2,295.65,10.45,4.34,6,333,20210428,20220630
9607423,4262.69,2570.8,618.61,5.55,3.24,6,334,20210429,20220630
9611943,3067.79,3240.55,301.35,8.41,3.93,6,338,20210903,20220630
9613006,1132.76,223.9,953.28,13.92,10.57,6,339,20210218,20220630
9613020,8808.25,2384.67,810.56,7.84,10.31,6,340,20210217,20220630
9617698,1226.4,2049.47,135.3,74.06,14.73,6,347,20210430,20220630
9629926,523.69,609.51,233.19,13.42,5.27,6,373,20210104,20220630
9629938,748.85,742.02,280.8,7.46,5.24,6,374,20210104,20220630
9629940,566.42,566.3,260.05,8.92,5.19,6,375,20210104,20220630
9629952,2052.13,2164.85,277.99,9.92,5.26,6,376,20210104,20220630
9629964,2101.24,1866.9,319.71,11.61,5.2,6,377,20210904,20220630
9635834,1430.8,1575.82,256.26,10.46,4.25,6,394,20210428,20220630
9635846,1985.32,1950.2,281.48,8.94,4.16,6,395,20210428,20220630
9635858,1729.6,1744.6,261.3,7.14,4.22,6,396,20210428,20220630
9645401,6649.27,4342.08,450.35,6.73,2.99,6,401,20210616,20220630
9645413,2526.08,1755.9,369.1,5.49,3.02,6,402,20210616,20220630
9645425,4925.67,2902.5,525.69,4.02,2.86,6,403,20210704,20220630
9645437,4084.55,3201.5,454.5,6.71,2.88,6,404,20210704,20220630
9645762,1156.83,1271.68,233.0,13.28,5.23,6,405,20210325,20220630
9645786,607.6,466.88,331.44,11.58,5.26,6,406,20210325,20220630
9645798,928.96,785.0,289.31,8.66,5.25,6,407,20210327,20220630
9647473,6687.91,1191.3,1086.99,8.61,8.58,6,414,20211003,20220630
9649328,2751.04,728.3,695.01,,5.86,6,419,20210805,20220630
9653446,1115.08,877.7,531.81,9.4,3.69,6,425,20211006,20220630
9656022,2953.64,2276.38,311.86,16.29,5.18,6,434,20211006,20220630
9656034,1205.83,1004.73,306.1,12.87,5.07,6,435,20211006,20220630
9656046,1240.0,1042.13,284.72,14.21,5.06,6,436,20211006,20220630
9658355,2616.99,4764.3,151.07,121.17,20.18,6,440,20210420,20220630
9658367,2469.24,5057.7,144.88,113.65,20.42,6,441,20210426,20220630
9659103,5503.9,4101.0,350.46,32.68,8.17,6,447,20210423,20220630
9660126,1344.44,1608.73,246.98,13.37,5.55,6,451,20211103,20220630
9664782,1778.9,1270.2,453.76,6.26,3.69,6,463,20210331,20220630
9665607,3585.89,783.3,912.75,8.66,8.75,6,466,20210403,20220630
9665619,10340.25,1855.28,1022.78,9.16,8.65,6,467,20210503,20220630
9665621,19528.73,3808.0,942.64,8.81,8.66,6,468,20210503,20220630
9665633,3831.59,722.4,961.14,9.13,8.79,6,469,20210403,20220630
9665645,23772.13,4572.9,938.99,8.43,8.74,6,470,20210403,20220630
9666039,830.01,959.33,232.23,6.64,3.91,6,471,20210103,20220630
9666077,545.8,565.4,247.56,6.86,4.34,6,472,20210105,20220630
9666089,3716.62,3170.8,344.77,9.05,4.41,6,473,20210105,20220630
9667045,1018.86,1350.9,234.57,12.38,5.11,6,477,20210217,20220630
9667150,17737.53,3194.7,992.92,8.6,8.82,6,478,20210403,20220630
9667162,23648.88,4589.2,929.89,8.5,8.82,6,479,20210403,20220630
9667174,3426.0,704.8,901.87,9.44,8.81,6,480,20210403,20220630
9667186,4796.35,1005.3,887.56,8.09,8.72,6,481,20210403,20220630
9667564,3812.0,2192.1,399.14,18.14,4.6,6,483,20210106,20220630
9669615,480.15,556.0,232.41,9.77,5.3,6,487,20211103,20220630
9669627,454.68,466.57,251.72,8.05,5.27,6,488,20210413,20220630
9669938,2892.03,4736.4,255.88,13.65,4.81,6,492,20210104,20220630
9671826,3876.06,3951.17,300.14,8.24,3.48,6,510,20210319,20220630
9673795,1365.52,1452.2,329.83,5.21,3.23,6,513,20210520,20220630
9676709,3582.79,2600.2,297.76,28.94,14.52,6,528,20210428,20220630
9676711,1204.01,1058.7,290.86,48.53,13.93,6,529,20210430,20220630
9676723,2183.8,1565.7,303.89,21.27,14.26,6,530,20210428,20220630
9679799,773.61,917.0,275.17,7.18,3.42,6,532,20210704,20220630
9681118,900.41,879.9,265.46,7.69,4.31,6,540,20210104,20220630
9681132,1692.01,1906.6,245.51,15.34,4.31,6,541,20210104,20220630
9681144,2057.92,1827.18,300.07,14.36,4.31,6,542,20210104,20220630
9681156,497.04,577.71,223.83,11.34,4.23,6,543,20210104,20220630
9681390,3147.96,3464.2,244.67,11.6,4.53,6,545,20210325,20220630
9681687,3113.74,740.1,675.83,,3.21,6,546,20210330,20220630
9681699,8518.72,2749.7,636.67,,3.22,6,547,20210330,20220630
9682241,1213.1,1335.8,249.04,6.78,4.43,6,553,20210428,20220630
9683001,1745.56,1550.25,316.72,29.97,3.14,6,564,20210526,20220630
9683049,7430.31,4885.58,513.7,15.94,3.11,6,566,20210805,20220630
9683051,5727.95,4215.2,441.52,7.93,3.19,6,567,20210526,20220630
9683063,5165.39,3676.1,456.23,10.53,3.16,6,568,20210526,20220630
9683398,3392.38,2636.68,345.9,12.25,4.3,6,576,20210415,20220630
9683403,1307.2,1644.0,338.46,41.38,4.36,6,577,20210317,20220630
9684665,7026.42,1866.3,761.17,7.7,9.18,6,581,20210424,20220630
9684976,2362.1,1904.57,307.26,42.56,12.9,6,582,20210903,20220630
9685463,792.4,452.3,502.63,22.35,4.47,6,587,20210105,20220630
9685475,964.8,926.65,276.54,7.54,4.27,6,588,20210105,20220630
9686637,3400.09,1968.3,491.3,13.71,3.03,6,590,20210317,20220630
9686649,5362.58,3191.88,456.48,7.21,3.03,6,591,20210415,20220630
9686699,793.78,924.9,255.86,7.05,4.32,6,592,20210325,20220630
9686728,1246.38,1265.8,324.48,12.4,4.3,6,593,20210325,20220630
9686754,2315.18,2695.88,242.82,12.28,4.29,6,594,20210325,20220630
9686857,3073.46,3645.2,238.64,14.17,5.73,6,595,20210104,20220630
9686869,2507.88,2571.69,328.92,19.44,5.73,6,596,20210325,20220630
9686871,4140.93,5270.98,213.62,12.75,5.78,6,597,20210104,20220630
9686883,3268.44,3882.15,221.42,15.9,5.68,6,598,20210104,20220630
9687485,1612.16,1167.1,314.48,21.24,8.08,6,605,20210423,20220630
9687497,5834.23,3875.07,382.39,35.36,8.2,6,606,20210423,20220630
9687502,5651.29,3587.97,387.4,34.77,8.2,6,607,20210423,20220630
9687514,801.91,556.6,310.04,24.1,8.25,6,608,20210423,20220630
9688350,951.31,1092.6,218.39,10.55,4.49,6,612,20210325,20220630
9688362,1319.75,1373.6,235.94,8.65,4.53,6,613,20211204,20220630
9688374,3662.82,4212.18,246.6,14.48,5.73,6,614,20211204,20220630
9688386,3385.46,2979.51,289.22,19.09,5.73,6,615,20210104,20220630
9688427,1428.1,1510.6,265.98,7.27,4.09,6,616,20210428,20220630
9688829,2455.2,2103.52,390.79,3.95,3.04,6,618,20211204,20220630
9688831,2283.22,3702.7,598.1,7.41,3.07,6,619,20210104,20220630
9690523,314.2,250.02,379.92,43.31,15.46,6,629,20210121,20220630
9690547,2814.1,1269.8,419.61,46.28,15.34,6,630,20210121,20220630
9690559,2450.3,1308.3,382.92,45.07,15.17,6,631,20210121,20220630
9690793,2927.39,2100.3,362.3,5.22,3.04,6,634,20210904,20220630
9690810,3183.71,2276.52,378.23,4.69,3.08,6,635,20210104,20220630
9690822,464.3,367.4,347.26,3.54,3.05,6,636,20210104,20220630
9690834,2345.43,1891.8,338.7,3.55,2.95,6,637,20210104,20220630
9690846,1377.81,893.6,400.07,4.57,2.94,6,638,20210331,20220630
9691723,3345.29,3750.83,279.54,11.19,5.7,6,645,20210104,20220630
9691735,5016.26,5527.73,233.96,12.62,5.68,6,646,20210104,20220630
9692325,1696.03,1529.6,331.38,9.28,4.31,6,655,20210317,20220630
9693018,2671.8,2834.05,313.7,12.77,4.41,6,667,20210105,20220630
9693020,1325.0,1101.8,344.34,12.32,4.43,6,668,20210105,20220630
9693290,819.35,1241.9,200.19,13.65,4.81,6,672,20210319,20220630
9693329,2316.3,3517.4,204.94,9.7,4.8,6,673,20210326,20220630
9693331,1938.3,2497.0,227.85,9.38,4.75,6,674,20210326,20220630
9693769,712.0,646.08,331.04,6.41,3.66,6,681,20210430,20220630
9694426,3227.59,2162.8,327.76,24.44,14.27,6,686,20210427,20220630
9694438,4222.42,3156.2,316.59,23.93,14.01,6,687,20210427,20220630
9694531,4955.68,2298.3,451.78,11.6,10.5,6,689,20210427,20220630
9694543,757.22,358.7,483.88,23.19,10.49,6,690,20210428,20220630
9694567,1194.8,653.3,401.43,16.81,10.59,6,691,20210413,20220630
9694646,5022.9,3543.58,422.24,9.18,2.91,6,692,20210430,20220630
9694658,6559.8,4369.69,444.14,8.72,2.89,6,693,20210430,20220630
9696553,3512.06,4071.42,275.48,14.29,5.69,6,709,20210104,20220630
9696565,3904.07,3976.1,300.81,19.02,5.73,6,710,20210104,20220630
9696577,3910.54,4524.23,231.71,12.74,5.73,6,711,20210325,20220630
9696589,3727.86,5266.02,248.89,17.17,5.73,6,712,20210104,20220630
9696682,2017.2,1861.52,365.13,4.06,2.81,6,713,20210331,20220630
9696694,1625.7,2547.4,485.82,7.34,2.8,6,714,20210421,20220630
9696709,324.9,293.0,322.51,3.37,2.73,6,715,20210104,20220630
9696711,762.32,902.8,455.12,12.64,2.88,6,716,20210104,20220630
