ship_key,ship_name,ship_type,call_sign,speed,year_built,length,width,tonnage,engine_type,mmsi
859,CHEM HOUSTON,Chemical tanker,YEYUL,18,2018,128.0,16.0,8248.0,gasoline,591296156
860,CHEM NEW YORK,Chemical tanker,QLHHK,24,2011,100.0,15.0,15394.0,diesel,786738526
861,CHEM ALTAMIRA,Chemical tanker,DRIWT,24,2018,98.0,19.0,15900.0,diesel,492343507
862,CHEM NEW ORLEANS,Chemical tanker,9WFZQ,22,2003,104.0,16.0,24739.0,lng,449859733
863,CHEM SINGAPORE,Chemical tanker,PJ8J6,20,2018,108.0,15.0,10496.0,gasoline,225126252
864,ELKA ELEFSIS,Chemical tanker,VLWXI,18,2008,123.0,20.0,22971.0,lng,605372674
865,BW RAVEN,Oil tanker,52HVC,26,2007,225.0,33.0,124280.0,lng,343682447
866,BW PETREL,Oil tanker,KGWXR,18,2009,237.0,36.0,62323.0,lng,440719114
867,AKADIMOS,Container ship,KVLS1,26,2014,260.0,39.0,133028.0,lng,768917320
868,ADONIS,Container ship,5Q0O8,25,2012,150.0,35.0,189309.0,lng,491046063
869,STI NOTTING HILL,Chemical tanker,9B33T,18,2007,102.0,19.0,27823.0,lng,565111444
870,STI WESTMINSTER,Chemical tanker,7MVDM,19,2018,105.0,16.0,31309.0,diesel/electric,513469437
871,STI HAMMERSMITH,Oil tanker,66WJN,21,2019,214.0,35.0,54633.0,lng,364551412
872,STI ROTHERHITHE,Chemical tanker,ZLGCJ,21,2005,110.0,19.0,27563.0,gasoline,695186120
873,CONSTITUTION,Gas carrier,5AE0Q,26,1997,226.0,35.0,53712.0,diesel,446317212
874,V TRE,Bulk carrier,Y4ZU9,21,2013,355.0,33.0,205778.0,diesel/electric,486429958
875,ROSA DEI VENTI,Container/ro-ro cargo ship,EGC1O,25,1998,127.0,33.0,22225.0,lng,329392142
876,ONE MILLAU,Container ship,FINAM,22,2006,262.0,46.0,169359.0,lng,408943378
877,ONE MANCHESTER,Container ship,ULW6G,20,2009,296.0,46.0,265771.0,electric,733905472
878,ONE MUNCHEN,Container ship,M9T72,25,2014,153.0,34.0,218576.0,gasoline,205861693
879,IOANNIS K,Bulk carrier,0XBR5,25,2005,352.0,47.0,381768.0,lng,556434197
880,AGIA SOFIA,Bulk carrier,4YLCV,21,2009,326.0,32.0,364783.0,electric,545345911
881,STI BRONX,Chemical tanker,2OH79,24,2007,97.0,17.0,12698.0,lng,407851333
882,STI BROOKLYN,Chemical tanker,GQRA5,21,2012,116.0,20.0,28233.0,diesel,685391892
883,CMA CGM VASCO DE GAMA,Container ship,P35DH,20,2006,321.0,44.0,174355.0,electric,681882687
884,CMA CGM BENJAMIN FRANKLIN,Container ship,8JAT5,23,2001,354.0,43.0,204709.0,lng,472406350
885,CMA CGM ZHENG HE,Container ship,XWBDR,25,1997,321.0,41.0,134194.0,diesel,433226337
886,HOEGH TRAPPER,Vehicle carrier,A9WX7,26,2005,173.0,25.0,10981.0,diesel,734450231
887,GLOVIS CROWN,Vehicle carrier,CRLYB,22,2004,164.0,33.0,11821.0,gasoline,287532945
888,GLOVIS CRYSTAL,Vehicle carrier,OFO1R,21,2015,162.0,23.0,20939.0,electric,546041088
889,GLOVIS CAPTAIN,Vehicle carrier,A88PD,23,2007,125.0,29.0,15753.0,electric,322186162
890,GLOVIS COSMOS,Vehicle carrier,05BUB,20,2006,158.0,21.0,21860.0,electric,480702628
891,STI MANHATTAN,Chemical tanker,ZCWEF,23,2018,114.0,20.0,10395.0,diesel/electric,337401311
892,STI QUEENS,Oil tanker,N2WVP,23,2010,220.0,34.0,126399.0,diesel,648700956
893,ARDMORE DAUNTLESS,Chemical tanker,OTW89,18,2010,93.0,15.0,6836.0,diesel/electric,796665845
894,ARDMORE DEFENDER,Chemical tanker,JDHHL,25,2018,90.0,20.0,24826.0,electric,609178179
895,WESTERN SANTOS,Bulk carrier,ZF7MX,22,2004,322.0,45.0,296727.0,diesel,527677043
896,KELLETT ISLAND,Bulk carrier,3SOPB,24,2016,347.0,41.0,255273.0,electric,620885486
897,EMPEROR,Bulk carrier,W1I25,22,2016,339.0,34.0,259875.0,lng,528713642
898,SNOWY,Bulk carrier,W9SQX,24,2004,358.0,43.0,222262.0,lng,293068308
899,GH SEABIRD,Bulk carrier,J1C89,26,2007,351.0,32.0,304086.0,lng,299001799
900,GH ECLIPSE,Bulk carrier,TI5TH,25,2015,345.0,45.0,292141.0,lng,713540070
901,CIELO DI ANGRA,Bulk carrier,EQLQ3,25,2012,320.0,41.0,397215.0,lng,675735143
902,CIELO DI TAMPA,Bulk carrier,9DH7Z,19,2010,326.0,33.0,251205.0,electric,393015526
903,STI OSCEOLA,Oil tanker,PBKZ8,20,2007,228.0,32.0,113711.0,gasoline,700154903
904,VUKOVAR,Chemical tanker,2HC85,25,2006,97.0,17.0,15330.0,electric,428480434
905,ARDMORE CHEROKEE,Chemical tanker,CE0DZ,25,2013,104.0,18.0,33573.0,gasoline,762037877
906,ARDMORE CHEYENNE,Chemical tanker,09CXS,21,2014,106.0,16.0,29303.0,diesel/electric,351331788
907,ARDMORE CHINOOK,Oil tanker,NJET9,22,2007,216.0,36.0,105715.0,diesel,713422726
908,ARMIA KRAJOWA,Bulk carrier,IZ1AL,24,2012,338.0,33.0,204974.0,diesel/electric,329839224
909,LEGIONY POLSKIE,Bulk carrier,4E0F2,25,2011,336.0,40.0,335212.0,diesel,615828507
910,SZARE SZEREGI,Bulk carrier,JRGQK,18,2014,362.0,45.0,250760.0,diesel,719366237
911,SOLIDARNOSC,Bulk carrier,079MY,19,2010,365.0,33.0,296102.0,lng,748514475
912,BW EAGLE,Oil tanker,3NKY1,20,2019,209.0,31.0,127909.0,lng,721118129
913,BW MYNA,Oil tanker,RERDW,18,2010,238.0,37.0,105133.0,diesel/electric,420604560
914,STI SPIGA,Oil tanker,AXZO4,23,2016,230.0,34.0,83128.0,lng,267497557
915,STI LOMBARD,Oil tanker,M5H3O,24,2005,206.0,36.0,82436.0,lng,751939379
916,HUAYANG LILY,Bulk carrier,6B2L6,21,2005,361.0,35.0,351949.0,lng,218708345
917,WIKING,Container ship,EIHXU,24,2018,267.0,37.0,263814.0,diesel,325746367
918,YM WINDOW,Container ship,AEN5B,24,2005,158.0,48.0,214557.0,gasoline,508070747
919,YM WIND,Container ship,MYSE4,22,2012,234.0,49.0,85316.0,gasoline,753844673
920,YM WREATH,Container ship,GNZYN,18,2017,266.0,32.0,239429.0,diesel/electric,510864795
921,FLORA K,Bulk carrier,24YFT,20,2006,338.0,37.0,327677.0,gasoline,758430854
922,CAPRICORN TRADER,Bulk carrier,QVKJI,18,2015,340.0,43.0,249723.0,lng,792959284
923,STI SAVILE ROW,Oil tanker,714WJ,23,2009,201.0,33.0,70871.0,lng,762136386
924,STI SOLIDARITY,Oil tanker,8XX07,25,2013,218.0,37.0,57460.0,diesel,784127608
925,STI SOLACE,Oil tanker,CIYCO,20,2019,200.0,35.0,110308.0,electric,591281626
926,MAERSK TACOMA,Oil tanker,AHKSV,22,2019,220.0,32.0,71836.0,lng,589375445
927,MAERSK TAMPA,Oil tanker,T650V,24,2009,200.0,30.0,99160.0,diesel/electric,618774487
928,MSC MAYA,Container ship,IFREZ,24,2000,291.0,45.0,129713.0,lng,338958090
929,MSC SVEVA,Container ship,7KAZD,24,2016,270.0,43.0,187991.0,diesel,372945255
930,MSC CLARA,Container ship,T5ZPQ,20,2009,294.0,42.0,195534.0,diesel,694751010
931,INDIGO SPICA,Bulk carrier,2MKA5,22,2010,359.0,43.0,243118.0,electric,622990540
932,PYXIS EPSILON,Chemical tanker,VWQFT,22,2017,109.0,15.0,20375.0,electric,213492736
933,BRUSSELS EXPRESS,Container ship,39YP7,22,2002,145.0,45.0,259813.0,diesel,545416396
934,SALAHUDDIN,Container ship,IF5PX,20,2014,214.0,40.0,232229.0,electric,258890116
935,LINAH,Container ship,Q1ZPB,26,2011,206.0,40.0,226961.0,lng,526013866
936,AL NEFUD,Container ship,WBRX1,20,2000,364.0,39.0,165597.0,gasoline,746389094
937,AL DAHNA,Container ship,UXCH8,22,2003,355.0,44.0,135443.0,diesel,677691402
938,AL MURABBA,Container ship,TKA0S,18,2003,196.0,49.0,226398.0,lng,568445433
939,AL NASRIYAH,Container ship,8XH70,19,2002,162.0,35.0,223479.0,lng,327490158
940,BARZAN,Container ship,H1INN,21,2013,222.0,37.0,245004.0,gasoline,454804970
941,AL MURAYKH,Container ship,WVU03,26,2015,290.0,44.0,209945.0,diesel,392683219
942,AL ZUBARA,Container ship,V1MK9,24,2010,328.0,42.0,117921.0,lng,788937050
943,IVS PINEHURST,Bulk carrier,U9POW,22,2012,354.0,42.0,261853.0,gasoline,432464004
944,METSOVO,Bulk carrier,2N8SY,26,2016,335.0,40.0,352584.0,lng,637237496
945,MEDI AERO,Bulk carrier,60D39,21,2007,340.0,44.0,239169.0,diesel,601571342
946,CAPRICORN MOON,Bulk carrier,0RBE8,20,2006,358.0,37.0,313475.0,diesel,696627797
947,LEO IRIS,Bulk carrier,4J303,24,2014,344.0,42.0,339645.0,gasoline,645910091
948,FLEX RANGER,LNG carrier,PG64T,26,2013,275.0,37.0,23842.0,lng,617692235
949,FLEX RAINBOW,LNG carrier,ON5DS,18,2013,276.0,35.0,12461.0,gasoline,275431857
950,CMA CGM CAYENNE,Container ship,Z8I4P,18,2016,314.0,47.0,152679.0,diesel/electric,324237858
951,CMA CGM MARSEILLE,Container ship,4GX9C,20,2017,340.0,48.0,215279.0,diesel,669171799
952,CMA CGM SAINT LAURENT,Container ship,VSB08,24,2003,225.0,39.0,100592.0,diesel,258800865
953,INTERLINK FIDELITY,Bulk carrier,B40S4,24,2014,361.0,41.0,385104.0,diesel,757914703
954,INTERLINK MOBILITY,Bulk carrier,19J8V,24,2007,332.0,48.0,206776.0,gasoline,580261709
955,INTERLINK SAGACITY,Bulk carrier,9VKTK,18,2005,353.0,38.0,234743.0,diesel/electric,663377911
956,INTERLINK VERACITY,Bulk carrier,1MP1Q,21,2013,363.0,46.0,285456.0,electric,226606955
957,ALKYONIS,Bulk carrier,HZ183,20,2018,324.0,42.0,284314.0,diesel,658576883
958,HAFNIA ANE,Oil tanker,PCU6N,25,2006,237.0,32.0,102225.0,diesel/electric,415892147
959,HAFNIA DAISY,Chemical tanker,Y06NM,21,2018,110.0,19.0,22053.0,diesel,568595483
960,JAG PUNIT,Oil tanker,MGOW5,22,2010,209.0,36.0,57231.0,electric,338002463
961,BTG OLYMPOS,Bulk carrier,FNEBV,21,2005,360.0,41.0,392749.0,diesel,530051191
962,UASC AL KHOR,Container ship,F1YRQ,21,2002,297.0,46.0,165762.0,lng,776735678
963,MAIRA XL,Container ship,Y9H1X,18,2019,341.0,35.0,267977.0,gasoline,649594282
964,MSC CHANNE,Container ship,697UR,24,2016,188.0,34.0,112707.0,diesel/electric,590214331
965,ALKAIOS,Chemical tanker,S183X,21,2007,103.0,19.0,21612.0,electric,355368060
966,CP TIANJIN,Bulk carrier,OLF9D,18,2004,330.0,35.0,320732.0,gasoline,731392504
967,CP NANJING,Bulk carrier,1165I,24,2013,333.0,35.0,272644.0,diesel/electric,771652417
968,TOBA,Bulk carrier,DD463,26,2007,341.0,35.0,340902.0,diesel/electric,797214040
969,OLIVIA R,Bulk carrier,3YWL3,23,2014,365.0,48.0,260611.0,electric,286128799
970,ALPHA DISCOVERY,Bulk carrier,IY5TK,24,2009,335.0,40.0,347085.0,gasoline,711356914
971,HOEGH TRAVELLER,Vehicle carrier,M0289,19,2002,137.0,31.0,11349.0,lng,753617135
972,XENIA,Bulk carrier,DUJW8,25,2010,336.0,45.0,346831.0,gasoline,646763008
973,EQUINOX EAGLE,Bulk carrier,PL51K,26,2017,329.0,42.0,357286.0,lng,719376075
974,HONEY BADGER,Bulk carrier,4NZ24,21,2006,357.0,39.0,374042.0,electric,232288789
975,WOLVERINE,Bulk carrier,V8NVT,26,2010,362.0,46.0,249049.0,gasoline,416276366
976,ELSA,Bulk carrier,83P9S,19,2006,325.0,42.0,270743.0,electric,664196850
977,NONI,Bulk carrier,1ESQP,22,2007,346.0,32.0,379093.0,electric,415100286
978,ARETEA,Oil tanker,D7SV1,21,2009,239.0,30.0,104637.0,lng,699875585
979,SEASPRITE,Oil tanker,1CRK7,19,2008,208.0,34.0,86218.0,diesel/electric,753670700
980,ASTIPALEA,Gas carrier,LX05E,20,2008,141.0,26.0,69928.0,lng,713564930
981,PAROS,Gas carrier,ZB95F,25,2004,159.0,20.0,59973.0,lng,462527647
982,KITHNOS,Gas carrier,BZ92Z,21,1999,226.0,30.0,50668.0,gasoline,354964868
983,NAVIG8 AVENTURINE,Chemical tanker,OH51D,18,2019,105.0,19.0,24779.0,diesel,439251032
984,NAVIG8 ANDESINE,Chemical tanker,V92C4,18,2010,112.0,17.0,23051.0,electric,698408485
985,NAVIG8 ARONALDO,Chemical tanker,DXH4G,18,2012,124.0,16.0,32455.0,diesel/electric,717543973
986,NAVIG8 AQUAMARINE,Chemical tanker,AZIHD,22,2008,125.0,17.0,27945.0,lng,239842120
987,MAESTRO DIAMOND,Bulk carrier,WZ5MB,18,2007,359.0,32.0,220732.0,diesel,658099276
988,MAESTRO PEARL,Bulk carrier,EQYMZ,20,2004,322.0,40.0,373283.0,lng,517352904
989,INTERLINK EQUALITY,Bulk carrier,YCZRF,22,2005,332.0,46.0,289702.0,gasoline,592216999
990,INTERLINK NOBILITY,Bulk carrier,ZDVM7,22,2005,352.0,45.0,262230.0,electric,301893054
991,INTERLINK SOLIDITY,Bulk carrier,KWIHV,19,2005,339.0,34.0,274653.0,gasoline,266884166
992,BAKKEN LADY,Gas carrier,WK69Z,24,2001,132.0,29.0,63824.0,lng,414103988
993,EAGLE FORD LADY,Gas carrier,8K1OA,19,2007,226.0,28.0,61430.0,electric,506302322
994,OCEAN ENTERPRISE,Bulk carrier,OOOJ2,26,2009,334.0,43.0,272118.0,diesel,474649891
995,TIGER HEBEI,Bulk carrier,PYLWM,25,2019,339.0,34.0,271513.0,lng,784773999
996,TORM THOR,Oil tanker,5NSM7,19,2011,210.0,33.0,118918.0,diesel/electric,785906156
997,TORM TITAN,Oil tanker,LGJ6L,21,2018,204.0,32.0,94706.0,gasoline,560162467
998,SBI SAMBA,Bulk carrier,UH1FW,20,2011,336.0,47.0,245685.0,diesel,440165973
999,SBI RUMBA,Bulk carrier,9RYDI,21,2011,358.0,44.0,302769.0,gasoline,567037560
1000,PACIFIC VENUS,Gas carrier,7LXMN,21,2011,189.0,28.0,53948.0,diesel,380799024
1001,PACIFIC JUPITER,Gas carrier,YTMYN,25,2007,222.0,35.0,69043.0,electric,319044001
1002,MTM PENANG,Chemical tanker,XU0WJ,19,2009,126.0,17.0,27140.0,electric,261632051
1003,MTM SANTOS,Chemical tanker,2XVV2,24,2003,119.0,19.0,19232.0,lng,400511031
1004,CENTURIUS,Bulk carrier,BHJJK,23,2011,337.0,35.0,254117.0,gasoline,219295498
1005,HAWAIIAN HIGHWAY,Vehicle carrier,SGPU2,19,2003,133.0,32.0,22699.0,gasoline,569310928
1006,STAR LUTAS,Bulk carrier,TPRDA,21,2005,337.0,39.0,343500.0,lng,361497341
1007,STI STABILITY,Oil tanker,2R3B0,25,2008,208.0,35.0,79605.0,gasoline,745505295
1008,STI KINGSWAY,Oil tanker,6B8XP,18,2009,239.0,36.0,112572.0,electric,585282679
1009,STI NAUTILUS,Oil tanker,RZGNG,20,2011,222.0,33.0,97740.0,lng,538135020
1010,STI GALLANTRY,Oil tanker,NOZ9M,18,2017,216.0,33.0,67825.0,electric,787556892
1011,PACIFIC ABILITY,Bulk carrier,AQ72G,23,2017,364.0,45.0,318003.0,diesel/electric,653782220
1012,PACIFIC AWARD,Bulk carrier,MFN1F,21,2012,361.0,32.0,251145.0,diesel/electric,634679745
1013,PACIFIC ACHIEVEMENT,Bulk carrier,SHUNI,26,2017,321.0,40.0,255699.0,electric,322395130
1014,SCARABE,Bulk carrier,PSATH,22,2016,325.0,37.0,235087.0,diesel/electric,350295256
1015,HELGA OLDENDORFF,Bulk carrier,0WNMT,21,2007,322.0,42.0,271876.0,lng,565122029
1016,HARK OLDENDORFF,Bulk carrier,1PL6N,18,2006,362.0,47.0,221909.0,electric,574918840
1017,BERGE DAISETSU,Bulk carrier,OYLT5,20,2005,357.0,41.0,209655.0,diesel,266377090
1018,BERGE ANNUPURI,Bulk carrier,ANAAQ,23,2013,332.0,38.0,309683.0,lng,219321106
1019,MAAS CONFIDENCE,Bulk carrier,LX7Z4,20,2019,345.0,42.0,351851.0,diesel,390062628
1020,BENJAMIN CONFIDENCE,Bulk carrier,8OKLQ,25,2006,343.0,41.0,265758.0,diesel/electric,592109528
1021,MAERSK GUATEMALA,Container ship,XZSAR,20,2017,297.0,44.0,210591.0,diesel/electric,538166612
1022,BW SWIFT,Oil tanker,1VA46,24,2015,231.0,31.0,80132.0,lng,463135503
1023,NAVIG8 ALMANDINE,Chemical tanker,I0SSZ,26,2004,94.0,16.0,27297.0,gasoline,496612830
1024,HANYANG,Bulk carrier,S3U4C,20,2005,337.0,42.0,279872.0,diesel/electric,390579202
1025,HOIHOW,Bulk carrier,MOWWL,25,2011,356.0,41.0,283634.0,diesel/electric,461009518
1026,HUPEH,Bulk carrier,NAIBK,25,2009,350.0,45.0,209254.0,lng,581357258
1027,NAVIG8 AMETRINE,Chemical tanker,7K8OA,19,2011,120.0,16.0,5573.0,diesel/electric,380636740
1028,PACIFIC MARS,Gas carrier,RBX7R,22,2018,130.0,22.0,66768.0,electric,360737397
1029,PACIFIC SATURN,Gas carrier,03IBI,23,1999,155.0,35.0,56951.0,lng,487401215
1030,FLORENTIA,Bulk carrier,WBWEV,18,2004,349.0,33.0,235741.0,gasoline,422191876
1031,SBI TANGO,Bulk carrier,B0Y5B,19,2010,363.0,32.0,313733.0,lng,765599338
1032,SBI CRONOS,Bulk carrier,BBNQA,25,2015,357.0,46.0,321990.0,diesel/electric,222056376
1033,GLYFADA,Bulk carrier,B71HA,23,2010,324.0,46.0,210804.0,diesel,224454121
1034,YAYA GOOSE,Bulk carrier,CDMEO,20,2009,325.0,43.0,373289.0,lng,596854974
1035,INTERLINK ABILITY,Bulk carrier,XUSQ6,18,2019,320.0,46.0,262914.0,lng,202319159
1036,INTERLINK DIGNITY,Bulk carrier,0DRU9,22,2006,321.0,47.0,249403.0,diesel,622044524
1037,INTERLINK PROBITY,Bulk carrier,SEWP1,18,2016,356.0,49.0,383603.0,gasoline,497539900
1038,INTERLINK QUALITY,Bulk carrier,3JQTQ,19,2009,347.0,38.0,226318.0,electric,593453962
1039,THOR NIRAMIT,Bulk carrier,76M1Y,22,2004,322.0,46.0,248170.0,lng,589049281
1040,LIANGCHOW,Bulk carrier,DGTT6,26,2004,363.0,43.0,247652.0,gasoline,356811731
1041,LINTAN,Bulk carrier,E2BPC,20,2007,344.0,46.0,335624.0,lng,427631641
1042,LUENHO,Bulk carrier,HVR81,21,2004,361.0,40.0,293491.0,gasoline,387495781
1043,PERLY,Bulk carrier,70Y8R,25,2013,347.0,45.0,205567.0,diesel/electric,532938454
1044,PENEY,Bulk carrier,7TCMK,24,2007,349.0,47.0,208402.0,electric,375541551
1045,PRESINGE,Bulk carrier,ZP20L,20,2008,360.0,44.0,389923.0,lng,442699896
1046,STAR MONICA,Bulk carrier,TEHME,25,2017,330.0,45.0,381451.0,diesel,675607953
1047,CHEM ARGON,Chemical tanker,3PKPW,24,2008,115.0,18.0,17032.0,gasoline,371594750
1048,INDIGO RAY,Chemical tanker,YF2Z6,26,2008,101.0,20.0,12886.0,gasoline,547838473
1049,STI GUIDE,Oil tanker,BZPF7,21,2010,206.0,31.0,66885.0,diesel/electric,464921599
1050,STI GOAL,Oil tanker,HD7YD,23,2016,233.0,30.0,61386.0,lng,527298346
1051,STI GAUNTLET,Oil tanker,C6D1Z,19,2019,203.0,35.0,79703.0,diesel,241780761
1052,CAP SAN JUAN,Container ship,TDBBX,21,2007,290.0,40.0,257961.0,electric,328042067
1053,CAP SAN LAZARO,Container ship,S59E1,18,1999,200.0,33.0,173517.0,diesel,572938054
1054,CAP SAN VINCENT,Container ship,I9M1V,18,2019,275.0,34.0,126992.0,lng,719774611
1055,CIELO DI ULSAN,Chemical tanker,NHJ4F,19,2017,109.0,18.0,7924.0,diesel/electric,324318767
1056,CIELO DI CAPRI,Chemical tanker,NBCIM,19,2010,121.0,19.0,8255.0,gasoline,525221788
1057,CIELO DI HANOI,Chemical tanker,D6WER,26,2009,110.0,18.0,28100.0,diesel/electric,476848921
1058,WESTERN MONACO,Bulk carrier,4TVMX,22,2010,363.0,42.0,307431.0,gasoline,404091391
1059,LOUIS,Gas carrier,XQNBM,26,2016,151.0,34.0,67442.0,diesel/electric,623110587
1060,KYPROS LOYALTY,Bulk carrier,0DFLT,21,2007,358.0,42.0,335956.0,diesel/electric,789822455
1061,ECO FLEET,Chemical tanker,WIFIJ,26,2013,117.0,15.0,28209.0,gasoline,365247974
1062,MARGUERITA,Bulk carrier,NVCI5,20,2004,325.0,35.0,316568.0,diesel,502420683
1063,EDWINE OLDENDORFF,General cargo ship,GKOQM,22,2002,319.0,50.0,275566.0,gasoline,380627369
1064,TURQUOISE,Oil tanker,R8SB1,24,2014,220.0,34.0,126023.0,gasoline,709981460
1065,LAFAYETTE BAY,Oil tanker,TNLSL,25,2019,208.0,30.0,72716.0,lng,557512611
1066,MAERSK TIANJIN,Oil tanker,DJ2BN,26,2011,228.0,36.0,83847.0,gasoline,470127605
1067,MAERSK TOKYO,Oil tanker,257DZ,20,2009,234.0,31.0,88773.0,diesel,392154270
1068,MAERSK TORSHAVN,Oil tanker,OZTN3,19,2014,233.0,30.0,65246.0,electric,267581515
1069,APOLLONIUS,Bulk carrier,3BIE6,20,2010,356.0,49.0,296863.0,electric,607126285
1070,BAO LUCKY,Bulk carrier,FDKEK,24,2011,328.0,49.0,354159.0,electric,774592553
1071,HERA OLDENDORFF,Bulk carrier,0DFQU,21,2015,353.0,49.0,348535.0,gasoline,696501416
1072,SILVER ERVILIA,Oil tanker,7JATO,20,2011,234.0,32.0,55717.0,diesel,476855267
1073,SILVER EBURNA,Oil tanker,JLVFU,23,2004,212.0,35.0,80062.0,lng,577288000
1074,CARLOTA BOLTEN,Bulk carrier,PPLZS,24,2011,326.0,49.0,382312.0,gasoline,794805606
1075,CAROLINA BOLTEN,Bulk carrier,CVQBY,19,2019,358.0,48.0,257073.0,lng,793976060
1076,GREEK SEAS,Bulk carrier,FVIIA,19,2013,332.0,35.0,382594.0,electric,607190287
1077,MUSCAT SILVER,Chemical tanker,70SD8,26,2008,118.0,17.0,33791.0,diesel,484243371
1078,RUSTAQ SILVER,Chemical tanker,33AQE,22,2004,129.0,15.0,32678.0,lng,753549580
1079,NAKHAL SILVER,Chemical tanker,UBSO2,25,2005,123.0,17.0,31455.0,diesel/electric,323350449
1080,MAHADAH SILVER,Chemical tanker,GCP3K,23,2019,103.0,20.0,24302.0,lng,422026942
1081,DANK SILVER,Chemical tanker,071RM,24,2011,93.0,16.0,18616.0,lng,268823844
1082,SADAH SILVER,Chemical tanker,V852R,19,2006,121.0,18.0,31348.0,electric,283853065
1083,SILVER MANOORA,Chemical tanker,SZXQA,25,2008,116.0,20.0,7342.0,gasoline,307432558
1084,SILVER MUNA,Oil tanker,SJ4WM,19,2005,215.0,30.0,120261.0,gasoline,278795330
1085,SILVER HESSA,Chemical tanker,S00OF,24,2011,100.0,19.0,6263.0,lng,374127225
1086,SILVER JOAN,Chemical tanker,1S4K6,22,2005,109.0,17.0,5471.0,electric,313661917
1087,YANGZE 6,Bulk carrier,RTA7V,24,2012,321.0,48.0,312204.0,gasoline,608790128
1088,AGRI PRINCESS,Bulk carrier,9E5RZ,19,2010,363.0,47.0,273156.0,gasoline,799159093
1089,STOLT ALM,Chemical tanker,0T2P0,21,2011,125.0,18.0,5615.0,diesel,408063049
1090,STOLT APAL,Chemical tanker,XAG7S,19,2012,124.0,17.0,14632.0,gasoline,708708683
1091,STOLT LERK,Chemical tanker,J0Z6A,18,2019,126.0,19.0,11334.0,electric,762162873
1092,KOKSIJDE,Gas carrier,6C2YV,21,2003,153.0,23.0,58197.0,gasoline,338268856
1093,TS ALPHA,Bulk carrier,H5FQI,25,2007,334.0,33.0,276310.0,diesel/electric,573645915
1094,TS CHALLENGE,Bulk carrier,QAGD0,24,2019,365.0,32.0,358360.0,gasoline,531471762
1095,TS ECHO,Bulk carrier,9YCY3,22,2012,352.0,32.0,387317.0,gasoline,696063423
1096,CHAMPLAIN,Gas carrier,DQVKD,20,2008,133.0,27.0,54487.0,gasoline,323104426
1097,SBI CARIOCA,Bulk carrier,EITLS,25,2015,346.0,37.0,207457.0,lng,266403190
1098,SBI LAMBADA,Bulk carrier,XIUOQ,23,2004,325.0,39.0,326136.0,lng,708524406
1099,SBI MACARENA,Bulk carrier,6INZX,22,2005,341.0,34.0,261241.0,lng,362565405
1100,SBI SWING,Bulk carrier,WQFIY,25,2017,341.0,32.0,322819.0,electric,645815810
1101,SBI JIVE,Bulk carrier,G30HD,21,2008,344.0,41.0,306269.0,gasoline,680451024
1102,STI SANCTITY,Oil tanker,07E79,20,2006,203.0,30.0,62570.0,electric,475210522
1103,STI STEADFAST,Oil tanker,NWPWM,26,2013,228.0,33.0,58496.0,diesel,478825046
1104,STI SUPREME,Oil tanker,HN8MU,21,2010,212.0,33.0,72278.0,diesel/electric,448954407
1105,NAVIG8 AMESSI,Chemical tanker,WODFD,24,2015,111.0,16.0,28636.0,diesel/electric,542176707
1106,NAVIG8 AZOTIC,Chemical tanker,FW2TP,25,2013,107.0,18.0,20398.0,lng,755581486
1107,NAVIG8 AXINITE,Chemical tanker,P9LC8,25,2007,90.0,18.0,29807.0,diesel,247765892
1108,CAPE CHRONOS,Container ship,B3NUB,24,1999,239.0,44.0,224709.0,diesel,724561771
1109,KSL SAN FRANCISCO,Bulk carrier,OUA33,19,2005,321.0,48.0,303819.0,electric,219038758
1110,PRINCESS MARGO,Bulk carrier,RJ79E,23,2015,345.0,37.0,398804.0,lng,666816261
1111,ACER ARROW,General cargo ship,CSLS0,20,2013,345.0,37.0,217793.0,diesel/electric,547820926
1112,STOLT EXCELLENCE,Chemical tanker,VUZ96,23,2018,118.0,18.0,31686.0,diesel,794866583
1113,MSC GISELLE,Container ship,SF7TB,25,2016,325.0,34.0,229257.0,electric,331745803
1114,MSC DOMITILLE,Container ship,XP0NT,23,2001,224.0,39.0,234889.0,gasoline,235901137
1115,MSC MAXINE,Container ship,CC85K,18,2010,167.0,44.0,111158.0,diesel,381795752
1116,DARYA TIANA,Bulk carrier,QZSQB,22,2007,364.0,33.0,315464.0,gasoline,346130667
1117,MSC SILVIA,Container ship,KR7S4,26,2006,349.0,35.0,245589.0,electric,253327909
1118,MSC JEONGMIN,Container ship,96P8N,22,2005,220.0,47.0,189694.0,diesel/electric,707480132
1119,MSC CHLOE,Container ship,WYJZV,23,2011,239.0,33.0,183181.0,diesel,591094460
1120,MSC BRANKA,Container ship,U4QO1,19,2010,336.0,50.0,128761.0,lng,200076273
1121,MSC SASHA,Container ship,Q3URW,24,2009,201.0,46.0,182203.0,diesel/electric,463661307
1122,MSC MICHELA,Container ship,5ZRSV,22,2002,182.0,35.0,243922.0,lng,669908509
1123,MSC CLEA,Container ship,QNDI4,19,2011,158.0,39.0,112214.0,lng,725434053
1124,TR LADY,Bulk carrier,5WCII,20,2008,362.0,37.0,398764.0,diesel/electric,468659858
1125,CL HEIDI,Bulk carrier,G4HOO,23,2010,334.0,35.0,343901.0,electric,708472440
1126,CL IRIS,Bulk carrier,S9ELE,23,2012,358.0,40.0,276448.0,lng,705456750
