imo,ship_name,type,issue,expiry,technical_efficiency_number
9799977,ML FREYJA,Ro-ro ship,2021-07-19,2022-06-30,11.3
9800001,EVA HONGKONG,Chemical tanker,2021-03-21,2022-06-30,8.16
9800013,EVA BERGEN,Chemical tanker,2021-03-19,2022-06-30,8.2
9800049,ORIENTAL COSMOS,Chemical tanker,2021-04-30,2022-06-30,8.65
9800051,NORDIC AMI,Chemical tanker,2021-06-16,2022-06-30,9.05
9800104,NORDIC ACE,Chemical tanker,2021-02-06,2022-06-30,9.43
9800166,PGC TAORMINA,Gas carrier,2021-01-05,2022-06-30,13.8
9800178,PGC EIRINI,Gas carrier,2021-04-30,2022-06-30,13.8
9800180,CLEAROCEAN MATHILDE,Chemical tanker,2021-04-23,2022-06-30,5.05
9800192,CLEAROCEAN MUSIC,Chemical tanker,2021-04-23,2022-06-30,5.0
9800269,SIKINOS I,Oil tanker,2021-07-06,2022-06-30,2.66
9800300,BW LARISSA,Oil tanker,2021-04-28,2022-06-30,3.28
9800312,BW NESO,Oil tanker,2021-04-28,2022-06-30,3.3
9800324,BW THALASSA,Oil tanker,2021-04-28,2022-06-30,3.33
9800336,BW TRITON,Oil tanker,2021-04-28,2022-06-30,3.29
9800374,GRETA K,Chemical tanker,2021-02-19,2022-06-30,8.72
9800398,SANTA CAROLINA,Bulk carrier,2021-06-04,2022-06-30,4.1
9800427,CLARA INSIGNIA,Bulk carrier,2021-03-03,2022-06-30,4.06
9800441,FAIRCHEM ENDURANCE,Chemical tanker,2021-10-03,2022-06-30,6.68
9800506,NS DREAM,Gas carrier,2021-04-26,2022-06-30,6.12
9800568,FOLEGANDROS,Oil tanker,2021-04-26,2022-06-30,3.11
9800635,STH MONTREAL,Bulk carrier,2021-04-28,2022-06-30,3.91
9800647,PACIFIC GOLD,Chemical tanker,2021-05-20,2022-06-30,4.85
9800790,HISTRIA ATLAS,Oil tanker,2021-04-27,2022-06-30,4.7
9800805,HISTRIA DIONE,Oil tanker,2021-04-27,2022-06-30,4.64
9801079,SC SCORPIO,Chemical tanker,2021-04-26,2022-06-30,5.23
9801081,SC TAURUS,Chemical tanker,2021-04-26,2022-06-30,5.38
9801093,SC VIRGO,Chemical tanker,2021-04-26,2022-06-30,5.22
9801160,AMBER STAR,Bulk carrier,2021-08-06,2022-06-30,5.55
9801172,FLORENTINE OETKER,Bulk carrier,2021-04-22,2022-06-30,3.64
9801201,MONDIAL IRIS,Bulk carrier,2021-05-04,2022-06-30,3.51
9801249,BELNIPPON,Bulk carrier,2021-04-26,2022-06-30,3.7
9801263,AFRICAN TOUCAN,Bulk carrier,2021-06-16,2022-06-30,5.63
9801299,LIVITA,Bulk carrier,2021-04-29,2022-06-30,3.65
9801304,ROYAL JADE,Bulk carrier,2021-07-04,2022-06-30,3.67
9801316,BRIGHT IMABARI,Bulk carrier,2021-04-28,2022-06-30,3.6
9801720,PEARL ISLAND,Bulk carrier,2021-04-28,2022-06-30,3.55
9801976,PROMETHEUS LIGHT,Oil tanker,2021-09-06,2022-06-30,3.11
9801988,PROMETHEUS ENERGY,Oil tanker,2021-09-06,2022-06-30,3.09
9802102,UNITED ETERNITY,Bulk carrier,2021-04-19,2022-06-30,2.48
9802152,IONIC ANAX,Oil tanker,2021-06-04,2022-06-30,3.07
9802164,SEA PANTHER,Oil tanker,2021-02-15,2022-06-30,3.05
9802176,SEA PUMA,Oil tanker,2021-03-22,2022-06-30,3.08
9802205,MEDI PALMAROLA,Bulk carrier,2021-04-23,2022-06-30,3.52
9802243,NORD INDIAN,Bulk carrier,2021-04-15,2022-06-30,3.57
9802308,GOODWYN ISLAND,Bulk carrier,2021-06-05,2022-06-30,3.57
9802396,SKY PRINCESS,Passenger ship,2021-04-28,2022-06-30,9.09
9802413,SUPREME STAR,Bulk carrier,2021-04-15,2022-06-30,5.18
9802487,NORDPACIFIC,Container ship,2021-08-05,2022-06-30,12.51
9802504,NORDMAPLE,Container ship,2021-08-05,2022-06-30,12.37
9802580,JIN ZHOU WAN,Oil tanker,2021-04-14,2022-06-30,10.35
9802695,EGBERT WAGENBORG,General cargo ship,2021-03-30,2022-06-30,6.79
9803235,POESTELLA,Oil tanker,2021-05-31,2022-06-30,13.41
9803273,MONTE URQUIOLA,Oil tanker,2021-04-20,2022-06-30,2.74
9803285,MONTE ULIA,Oil tanker,2021-04-20,2022-06-30,2.68
9803364,ORANGE VICTORIA,Chemical tanker,2021-05-26,2022-06-30,3.23
9803417,WECO KAROLINE,Bulk carrier,2021-04-15,2022-06-30,5.09
9803613,MSC GRANDIOSA,Passenger ship,2021-04-29,2022-06-30,7.3
9803649,SANDVIKEN,Oil tanker,2021-06-23,2022-06-30,10.2
9803651,SKUTEVIKEN,Oil tanker,2021-06-23,2022-06-30,9.83
9804215,BALT FLOT 14,Chemical tanker,2021-05-31,2022-06-30,13.72
9804227,BALT FLOT 15,Chemical tanker,2021-05-31,2022-06-30,13.72
9804239,BALT FLOT 11,Oil tanker,2021-05-31,2022-06-30,15.54
9804459,NEW VISION,Oil tanker,2021-04-22,2022-06-30,2.62
9804461,FREUD,Oil tanker,2021-07-04,2022-06-30,2.64
9804825,INTERMEZZO,Chemical tanker,2021-02-25,2022-06-30,5.18
9804837,FAIRCHEM BLUE SHARK,Chemical tanker,2021-04-30,2022-06-30,6.11
9804851,CHEMICAL TRAVELLER,Chemical tanker,2021-04-30,2022-06-30,9.02
9804875,CHEMICAL SAILOR,Chemical tanker,2021-04-30,2022-06-30,9.09
9804899,PURPLE RAY,Chemical tanker,2021-12-05,2022-06-30,7.3
9804904,CHEMSTAR SAPPHIRE,Chemical tanker,2021-01-06,2022-06-30,7.35
9805245,FEDERAL DART,Bulk carrier,2021-03-17,2022-06-30,5.2
9805257,FEDERAL NAGARA,Bulk carrier,2021-09-03,2022-06-30,5.21
9805269,FEDERAL DEE,Bulk carrier,2021-10-03,2022-06-30,5.19
9805271,FEDERAL DELTA,Bulk carrier,2021-03-23,2022-06-30,5.21
9805453,MADRID BRIDGE,Container ship,2021-02-17,2022-06-30,8.4
9805477,ONE MINATO,Container ship,2021-02-16,2022-06-30,8.47
9805647,NORD COPPER,Bulk carrier,2021-05-27,2022-06-30,3.62
9805661,NORD COLORADO,Bulk carrier,2021-12-05,2022-06-30,3.59
9805673,NORD COLUMBIA,Bulk carrier,2021-12-05,2022-06-30,3.6
9805910,FAIRCHEM FORTITUDE,Chemical tanker,2021-12-03,2022-06-30,6.59
9806043,ONE AQUILA,Container ship,2021-11-03,2022-06-30,5.87
9806055,ONE COLUMBA,Container ship,2021-05-03,2022-06-30,5.95
9806067,ONE GRUS,Container ship,2021-05-03,2022-06-30,5.96
9806079,ONE APUS,Container ship,2021-11-03,2022-06-30,5.94
9806081,ONE CYGNUS,Container ship,2021-11-03,2022-06-30,6.01
9806146,SUNDA,Oil tanker,2021-04-26,2022-06-30,4.19
9806158,KARIMATA,Oil tanker,2021-04-26,2022-06-30,4.2
9806304,INDONESIAN BULKER,Bulk carrier,2021-04-26,2022-06-30,5.49
9806330,APEX VOYAGER,Bulk carrier,2021-02-04,2022-06-30,5.46
9806354,AL JIMI,Bulk carrier,2021-04-06,2022-06-30,3.61
9806615,SEA ICON,Oil tanker,2021-05-28,2022-06-30,2.85
9806627,SEA BEAUTY,Oil tanker,2021-05-28,2022-06-30,2.84
9806665,SWAN PRIDE,Chemical tanker,2021-04-19,2022-06-30,10.1
9806706,SWAN DIGNITY,Chemical tanker,2021-02-04,2022-06-30,1.0
9806732,JOSEPH WISDOM,Gas carrier,2021-04-26,2022-06-30,22.3
9806770,MEDI ASTORIA,Bulk carrier,2021-04-21,2022-06-30,4.07
9806782,SANTA JOHANNA,Bulk carrier,2021-09-04,2022-06-30,4.13
9807085,SEVEN SEAS SPLENDOR,Passenger ship,2021-04-27,2022-06-30,13.4
9807229,SEA DOLPHIN,Chemical tanker,2021-02-15,2022-06-30,4.18
9807293,STENA ESTRID,Ro-pax ship,2021-04-29,2022-06-30,19.72
9807308,STENA EDDA,Ro-pax ship,2021-04-29,2022-06-30,19.72
9808156,GREEN ATTITUDE,Oil tanker,2021-04-28,2022-06-30,3.21
9808223,ZHEN HUA 33,Other ship types,2021-04-27,2022-06-30,9.72
9808259,EK-RIVER,Chemical tanker,2021-03-05,2022-06-30,6.26
9808261,EK-STREAM,Chemical tanker,2021-03-05,2022-06-30,6.24
9808314,GEMMA,Chemical tanker,2021-11-05,2022-06-30,5.7
9808326,DIADEMA,Chemical tanker,2021-11-05,2022-06-30,5.71
9808651,SAGA FAITH,General cargo ship,2021-06-05,2022-06-30,5.08
9808663,ACTION TRADER,Bulk carrier,2021-04-23,2022-06-30,4.53
9808675,ASTON TRADER,Bulk carrier,2021-03-21,2022-06-30,4.53
9808845,UHL FUTURE,Other ship types,2021-03-19,2022-06-30,10.11
9809112,MELEQ,Ro-ro ship,2021-04-15,2022-06-30,12.1
9809356,BREEZE,Oil tanker,2021-05-28,2022-06-30,2.81
9809368,ALDANA,Oil tanker,2021-05-28,2022-06-30,2.82
9809394,FAIRCHEM ANGEL,Chemical tanker,2021-07-05,2022-06-30,6.1
9809590,FADIQ,Ro-ro ship,2021-05-03,2022-06-30,12.2
9809679,W. B. YEATS,Ro-pax ship,2021-04-16,2022-06-30,18.5
9809825,CMA CGM FORT DE FRANCE,Container ship,2021-04-06,2022-06-30,17.9
9809837,CMA CGM FORT ROYAL,Container ship,2021-05-16,2022-06-30,17.9
9809849,CMA CGM FORT SAINT CHARLES,Container ship,2021-05-16,2022-06-30,17.9
9809851,CMA CGM FORT FLEUR D'EPEE,Container ship,2021-05-16,2022-06-30,17.9
9810032,BW KIZOKU,Gas carrier,2021-04-19,2022-06-30,5.8
9810044,BW YUSHI,Gas carrier,2021-04-14,2022-06-30,5.85
9810056,FUTURE ACE,Gas carrier,2021-04-29,2022-06-30,6.05
9810214,WISBY ATLANTIC,Oil tanker,2021-05-09,2022-06-30,4.61
9810226,WISBY PACIFIC,Oil tanker,2021-05-09,2022-06-30,4.66
9810331,CONFIDENCE,Other ship types,2021-02-16,2022-06-30,13.1
9810355,COLOR,Other ship types,2021-02-16,2022-06-30,13.18
9810513,SPERCHIOS,Oil tanker,2021-11-05,2022-06-30,3.01
9810757,BALTIC ACE,Bulk carrier,2021-04-27,2022-06-30,5.04
9810769,ANSAC GREEN RIVER,Bulk carrier,2021-04-13,2022-06-30,5.1
9810915,SEATRADE GREEN,Container ship,2021-04-22,2022-06-30,15.9
9810991,EVER GOODS,Container ship,2021-04-28,2022-06-30,7.53
9811000,EVER GIVEN,Container ship,2021-04-27,2022-06-30,7.5
9811012,EVER GOLDEN,Container ship,2021-04-26,2022-06-30,7.68
9811048,ULTRA LYNX,Bulk carrier,2021-04-26,2022-06-30,3.56
9811127,PREVEZE 1,Chemical tanker,2021-04-30,2022-06-30,10.28
9811517,UNI HORIZON,Bulk carrier,2021-04-03,2022-06-30,4.72
9811531,MEDI SERAPO,Bulk carrier,2021-04-23,2022-06-30,3.81
9811555,ALTAIR SKY,Bulk carrier,2021-08-06,2022-06-30,4.03
9811878,SANYU,Bulk carrier,2021-07-04,2022-06-30,4.0
9811907,ULTRA PASSION,Bulk carrier,2021-04-15,2022-06-30,3.71
9811919,ISHIZUCHI STAR,Bulk carrier,2021-04-30,2022-06-30,5.48
9811921,SILVER OAK,Bulk carrier,2021-06-25,2022-06-30,5.5
9811945,BELHAVEN,Bulk carrier,2021-04-23,2022-06-30,3.74
9811957,KM LONDON,Bulk carrier,2021-03-26,2022-06-30,3.66
9812494,ULTRA ANGEL,Bulk carrier,2021-06-04,2022-06-30,4.08
9812755,CRIMSON PEARL,Oil tanker,2021-07-04,2022-06-30,4.46
9813230,UHL FOCUS,Other ship types,2021-02-16,2022-06-30,10.21
9813242,UHL FORTUNE,Other ship types,2021-03-19,2022-06-30,1.0
9813840,SPIRIT OF CHENNAI,Container ship,2021-06-30,2022-06-30,18.0
9813993,CONTAINERSHIPS NORD,Container ship,2021-03-22,2022-06-30,16.4
9814002,CONTAINERSHIPS POLAR,Container ship,2021-03-24,2022-06-30,17.1
9814014,CONTAINERSHIPS AURORA,Container ship,2021-03-24,2022-06-30,16.6
9814038,LE CHAMPLAIN,Passenger ship,2021-05-05,2022-06-30,19.1
9814040,LE BOUGAINVILLE (MAR-19),Passenger ship,2021-05-05,2022-06-30,19.1
9814052,LE DUMONT D'URVILLE,Passenger ship,2021-05-05,2022-06-30,18.1
9814179,NORD JOY,Chemical tanker,2021-04-19,2022-06-30,4.58
9814399,RONG HUA WAN,Oil tanker,2021-04-26,2022-06-30,14.11
9814428,COBALT SUN,Oil tanker,2021-04-21,2022-06-30,2.97
9815252,CHEM LITHIUM,Chemical tanker,2021-04-27,2022-06-30,6.97
9815276,CHEM MERCURY,Chemical tanker,2021-04-27,2022-06-30,6.96
9815458,STAR RIVER,Oil tanker,2021-03-17,2022-06-30,5.35
9815604,IBERIAN SEA,Oil tanker,2021-10-05,2022-06-30,3.5
9815616,LEVANTINE SEA,Oil tanker,2021-10-05,2022-06-30,3.5
9815939,MEDI GINEVRA,Bulk carrier,2021-04-23,2022-06-30,3.04
9816323,ALMI ATLAS,Oil tanker,2021-05-25,2022-06-30,2.18
9816335,ALMI TITAN,Oil tanker,2021-05-25,2022-06-30,2.19
9816529,SATURNUS,Chemical tanker,2021-04-28,2022-06-30,11.4
9816531,MERCURIUS,Chemical tanker,2021-09-03,2022-06-30,11.46
9816581,UNITED FUTURE,Bulk carrier,2021-06-25,2022-06-30,2.43
9816593,BERGE SNAEFELL,Bulk carrier,2021-04-03,2022-06-30,5.49
9816763,GASLOG WARSAW,LNG carrier,2021-05-04,2022-06-30,6.6
9816830,EPHESUS SEAWAYS,Ro-ro ship,2021-04-21,2022-06-30,9.34
9816842,TROY SEAWAYS,Ro-ro ship,2021-04-21,2022-06-30,9.11
9817107,CAP QUEBEC,Oil tanker,2021-11-05,2022-06-30,2.84
9817119,CAP PEMBROKE,Oil tanker,2021-11-05,2022-06-30,2.89
9817145,HANSEATIC INSPIRATION,Passenger ship,2021-03-05,2022-06-30,19.61
9817470,BREIVIKEN,Oil tanker,2021-08-06,2022-06-30,3.24
9817494,MORVIKEN,Oil tanker,2021-08-06,2022-06-30,2.78
9817509,STREAM ARCTIC,Chemical tanker,2021-04-27,2022-06-30,7.23
9817511,VICTORIA T,Bulk carrier,2021-04-15,2022-06-30,4.03
9817523,OLYMPIA.GR,Bulk carrier,2021-04-27,2022-06-30,4.06
9817535,NORD PACIFIC,Bulk carrier,2021-03-25,2022-06-30,4.09
9817559,SIRIUS SKY,Bulk carrier,2021-04-30,2022-06-30,3.99
9817585,FAIRCHEM FORTE,Chemical tanker,2021-07-04,2022-06-30,7.1
9817614,ENERGY TRIUMPH,Oil tanker,2021-04-21,2022-06-30,3.19
9818058,EIKEVIKEN,Oil tanker,2021-08-06,2022-06-30,3.24
9818216,NORDIC AQUARIUS,Oil tanker,2021-06-23,2022-06-30,2.73
9818230,NORDIC TELLUS,Oil tanker,2021-06-24,2022-06-30,2.79
9818278,FURE VEN,Chemical tanker,2021-04-23,2022-06-30,4.64
9818280,RAMELIA,Chemical tanker,2021-04-25,2022-06-30,4.64
9818400,CONTAINERSHIPS ARCTIC,Container ship,2021-03-15,2022-06-30,17.3
9818515,BOW ORION,Chemical tanker,2021-04-26,2022-06-30,4.49
9818527,BOW OLYMPUS,Chemical tanker,2021-04-26,2022-06-30,4.49
9818539,BOW ODYSSEY,Chemical tanker,2021-04-26,2022-06-30,4.46
9818541,BOW OPTIMA,Chemical tanker,2021-04-26,2022-06-30,4.46
9818709,HONDIUS,Passenger ship,2021-02-24,2022-06-30,22.19
9818931,ARKLOW WAVE,General cargo ship,2021-03-23,2022-06-30,7.44
9818943,ARKLOW WIND,General cargo ship,2021-03-25,2022-06-30,7.44
9818955,ARKLOW WILLOW,General cargo ship,2021-03-23,2022-06-30,7.44
9818967,ARKLOW WOOD,General cargo ship,2021-03-25,2022-06-30,7.44
9819052,GIOCONDA,Chemical tanker,2021-02-18,2022-06-30,14.6
9819650,GASLOG WINDSOR,LNG carrier,2021-05-04,2022-06-30,5.67
9819832,PATRIOTIC,Oil tanker,2021-05-24,2022-06-30,2.54
9819844,HOMERIC,Oil tanker,2021-05-24,2022-06-30,2.66
9819856,RHYTHMIC,Oil tanker,2021-05-24,2022-06-30,2.6
9819868,HARMONIC,Oil tanker,2021-05-24,2022-06-30,2.68
9819870,LITA,Oil tanker,2021-04-19,2022-06-30,2.12
9819882,KAIROS,LNG carrier,2021-06-22,2022-06-30,32.6
9819985,HOLLY ARROW,General cargo ship,2021-07-06,2022-06-30,3.86
9820013,HOEGH GALLEON,LNG carrier,2021-01-06,2022-06-30,5.79
9820427,CHEMICAL EXPLORER,Chemical tanker,2021-04-28,2022-06-30,9.94
9820544,AMAZON FORTITUDE,Oil tanker,2021-04-19,2022-06-30,4.01
9820776,GALIASGAR KAMAL,Chemical tanker,2021-10-08,2022-06-30,14.09
9820855,EVER GRADE,Container ship,2021-04-30,2022-06-30,7.69
9820908,YM WELLBEING,Container ship,2021-04-30,2022-06-30,8.64
9820910,YM WONDERLAND,Container ship,2021-04-30,2022-06-30,8.41
9820922,EVER GENTLE,Container ship,2021-04-26,2022-06-30,7.61
9820934,SANTA ALEXANDRA,Bulk carrier,2021-03-16,2022-06-30,3.73
9820960,CONCARAN,Bulk carrier,2021-10-02,2022-06-30,3.7
9820984,SE KELLY,Bulk carrier,2021-03-16,2022-06-30,5.5
9820996,ULTRA OSORNO,Bulk carrier,2021-05-21,2022-06-30,5.55
9821299,SOUTHERN SHARK,Chemical tanker,2021-09-04,2022-06-30,6.4
9821691,ELANDRA BAY,Oil tanker,2021-04-30,2022-06-30,3.27
9821706,ELANDRA SOUND,Oil tanker,2021-04-30,2022-06-30,3.27
9821859,GLOBAL GLORY,Chemical tanker,2021-04-26,2022-06-30,5.36
9822229,YUFU CROWN,Oil tanker,2021-06-04,2022-06-30,4.45
9822841,BRUARFOSS,Container ship,2021-04-30,2022-06-30,18.19
9822853,DETTIFOSS,Container ship,2021-04-30,2022-06-30,18.19
9822994,DHT BRONCO,Oil tanker,2021-01-06,2022-06-30,2.08
9823041,ALFA FINLANDIA,Oil tanker,2021-10-03,2022-06-30,3.07
9823352,LAURELINE,Ro-ro ship,2021-07-04,2022-06-30,8.0
9823364,YSALINE,Ro-ro ship,2021-02-04,2022-06-30,7.32
9823390,LILY PG,Chemical tanker,2021-03-06,2022-06-30,13.1
9823625,TIAN YOU,General cargo ship,2021-04-23,2022-06-30,7.71
9824289,COLOR HYBRID,Ro-pax ship,2021-04-30,2022-06-30,24.78
9824928,ORIENTAL VIOLA,Chemical tanker,2021-12-02,2022-06-30,8.7
9825001,SALIGNA,General cargo ship,2021-02-04,2022-06-30,3.96
9825477,PLATANOS,Oil tanker,2021-03-20,2022-06-30,3.13
9825568,RIAS BAIXAS KNUTSEN,Gas carrier,2021-04-30,2022-06-30,6.83
9826122,MARIA P. LEMOS,Oil tanker,2021-04-30,2022-06-30,2.11
9826433,NORD BALTIC,Bulk carrier,2021-05-27,2022-06-30,3.5
9826445,NORD BARENTS,Bulk carrier,2021-12-05,2022-06-30,3.47
9826574,FAIRCHEM MAKO,Chemical tanker,2021-08-04,2022-06-30,6.36
9826720,GAGARIN PROSPECT,Oil tanker,2021-09-06,2022-06-30,3.27
9826732,LOMONOSOV PROSPECT,Oil tanker,2021-07-06,2022-06-30,3.28
9826823,MILA,Bulk carrier,2021-11-04,2022-06-30,3.97
9826897,MENDELEEV PROSPECT,Oil tanker,2021-07-06,2022-06-30,3.28
9826902,KOROLEV PROSPECT,Oil tanker,2021-07-06,2022-06-30,3.29
9827217,CLIPPER ENYO,Gas carrier,2021-04-28,2022-06-30,10.4
9827243,IGUAZU HIGHWAY,Vehicle carrier,2021-04-26,2022-06-30,14.1
9827255,VICTORIA HIGHWAY,Vehicle carrier,2021-05-17,2022-06-30,14.1
9827310,DIONI.GR,Bulk carrier,2021-04-27,2022-06-30,5.67
9827322,NIOVI. GR,Bulk carrier,2021-04-27,2022-06-30,5.66
9827358,TENRYU,Oil tanker,2021-11-05,2022-06-30,2.16
9827451,CHEMSTAR TIERRA,Chemical tanker,2021-12-03,2022-06-30,7.8
9827463,CHEMSTAR IRIS,Chemical tanker,2021-04-13,2022-06-30,7.78
9827475,CHEMICAL ENTERPRISE,Chemical tanker,2021-04-22,2022-06-30,8.05
9827566,CHIOS STAR,Chemical tanker,2021-06-23,2022-06-30,4.07
9827578,OINOUSSIAN STAR,Chemical tanker,2021-08-05,2022-06-30,4.2
9828144,THAMES,Chemical tanker,2021-04-30,2022-06-30,4.23
9828156,TRENT,Chemical tanker,2021-04-30,2022-06-30,4.15
9828211,BOW EXPLORER,Chemical tanker,2021-04-26,2022-06-30,4.76
9828223,BOW EXCELLENCE,Chemical tanker,2021-04-26,2022-06-30,4.73
9828338,ASCONA,Oil tanker,2021-04-29,2022-06-30,1.98
9828778,LANDBRIDGE GLORY,Oil tanker,2021-05-29,2022-06-30,2.07
9828780,LANDBRIDGE WISDOM,Oil tanker,2021-05-29,2022-06-30,2.3
9828857,YANGZE 11,Bulk carrier,2021-04-30,2022-06-30,3.49
9828869,SBI LYNX,Bulk carrier,2021-03-30,2022-06-30,3.52
9828895,IONIAN STAR,Chemical tanker,2021-10-05,2022-06-30,4.07
9828900,AEGEAN STAR,Chemical tanker,2021-06-24,2022-06-30,4.08
9828912,LARGO DESERT,Chemical tanker,2021-05-05,2022-06-30,5.0
9828974,THUN LIDKOPING,Chemical tanker,2021-04-15,2022-06-30,6.86
9828986,THUN LONDON,Chemical tanker,2021-04-20,2022-06-30,6.86
9828998,THUN LIVERPOOL,Chemical tanker,2021-04-22,2022-06-30,6.86
9829007,THUN LIFFEY,Chemical tanker,2021-04-15,2022-06-30,6.86
9829069,BALT FLOT 16,Chemical tanker,2021-05-31,2022-06-30,12.49
9829095,CASPIAN SEA,Oil tanker,2021-10-05,2022-06-30,3.5
9829100,TYRRHENIAN SEA,Oil tanker,2021-11-05,2022-06-30,3.5
9829382,NEPTUNE M,Oil tanker,2021-08-06,2022-06-30,2.19
9829409,ARCTOS,Oil tanker,2021-06-05,2022-06-30,4.43
9829411,AQUILA L,Oil tanker,2021-04-28,2022-06-30,4.36
9829447,STI MAGIC,Oil tanker,2021-01-04,2022-06-30,4.11
9829461,STI MYSTERY,Chemical tanker,2021-03-30,2022-06-30,4.07
9829473,STI MARVEL,Oil tanker,2021-01-04,2022-06-30,4.13
9829485,STI MAGNETIC,Oil tanker,2021-01-04,2022-06-30,4.06
9829679,SUNRISE RAY,Chemical tanker,2021-05-14,2022-06-30,6.99
9829722,STREAM ATLANTIC,Chemical tanker,2021-04-27,2022-06-30,6.96
9829746,FAIRCHEM THRESHER,Chemical tanker,2021-10-05,2022-06-30,6.33
9829758,FAIRCHEM COPPER,Chemical tanker,2021-10-03,2022-06-30,6.34
9829760,FAIRCHEM TIGER,Chemical tanker,2021-06-05,2022-06-30,6.96
9829784,MOSTRAUM,Chemical tanker,2021-01-05,2022-06-30,10.44
9829796,VIKSTRAUM,Chemical tanker,2021-01-05,2022-06-30,10.4
9829801,CAP PORT ARTHUR,Oil tanker,2021-11-05,2022-06-30,2.94
9829899,NAVIG8 PRIDE LHJ,Oil tanker,2021-04-27,2022-06-30,3.15
9829916,ICDAS-5,General cargo ship,2021-04-28,2022-06-30,9.6
9830070,CSSC HE MEI,Bulk carrier,2021-04-23,2022-06-30,3.69
9830123,VOGE SOPHIE,Bulk carrier,2021-04-30,2022-06-30,4.31
9830135,SEA EAGLE,Bulk carrier,2021-04-30,2022-06-30,4.2
9830290,HAFNIA SHANGHAI,Oil tanker,2021-03-29,2022-06-30,3.99
9830795,AMPHION,Oil tanker,2021-12-04,2022-06-30,2.13
9830800,AMYNTAS,Oil tanker,2021-12-04,2022-06-30,2.1
9830812,ANDRONIKOS,Oil tanker,2021-12-04,2022-06-30,2.13
9830965,KHK EMPRESS,Oil tanker,2021-02-18,2022-06-30,2.03
9831062,ARIZONA LADY,Oil tanker,2021-04-29,2022-06-30,3.04
9831074,SPETSES LADY,Oil tanker,2021-04-29,2022-06-30,3.08
9831165,SIXTINE,Ro-ro ship,2021-02-04,2022-06-30,7.2
9831177,HERMINE,Ro-ro ship,2021-01-04,2022-06-30,7.28
9831191,ELANDRA MAPLE,Chemical tanker,2021-04-30,2022-06-30,4.09
9831220,ADRIANO KNUTSEN,LNG carrier,2021-04-30,2022-06-30,6.83
9831294,NAVIG8 PRECISION,Oil tanker,2021-04-27,2022-06-30,3.09
9831309,NAVIG8 PRESTIGE JKB,Oil tanker,2021-04-27,2022-06-30,3.13
9831488,NORD SANTIAGO,Bulk carrier,2021-04-23,2022-06-30,4.53
9831490,NORD ANNAPOLIS,Bulk carrier,2021-04-29,2022-06-30,4.53
9831505,WESTERN DONCASTER,Bulk carrier,2021-04-22,2022-06-30,4.52
9831517,GREEN GEM,Bulk carrier,2021-03-18,2022-06-30,5.07
9831816,OLYMPIC LYRA,Oil tanker,2021-05-04,2022-06-30,2.06
9831828,FRONT SAVANNAH,Oil tanker,2021-06-28,2022-06-30,2.94
9831830,FRONT SUEZ,Oil tanker,2021-04-13,2022-06-30,2.81
9831842,FRONT SANTIAGO,Oil tanker,2021-04-13,2022-06-30,2.9
9831854,FRONT SEOUL,Oil tanker,2021-04-29,2022-06-30,2.88
9832248,FRONT SINGAPORE,Oil tanker,2021-05-20,2022-06-30,2.97
9832262,FRONT SHANGHAI,Oil tanker,2021-06-05,2022-06-30,2.94
9832274,FRONT SILKEBORG,Oil tanker,2021-04-29,2022-06-30,2.97
9832444,VENUS HARMONY,Bulk carrier,2021-04-30,2022-06-30,4.66
9832456,BERGE TARANAKI,Bulk carrier,2021-04-15,2022-06-30,4.68
9832470,EARTH HARMONY,Bulk carrier,2021-04-30,2022-06-30,4.65
9832509,ADRIENNE,Bulk carrier,2021-06-25,2022-06-30,5.36
9832547,CRUDEMED,Oil tanker,2021-10-05,2022-06-30,3.23
9832559,CRUDESUN,Oil tanker,2021-04-26,2022-06-30,3.27
9832561,SARA LEADER,Vehicle carrier,2021-11-03,2022-06-30,15.9
9832573,MONOCEROS LEADER,Vehicle carrier,2021-05-03,2022-06-30,15.8
9832585,HOLLANDIA SEAWAYS,Ro-ro ship,2021-04-30,2022-06-30,9.34
9832597,HUMBRIA SEAWAYS,Ro-ro ship,2021-04-30,2022-06-30,9.34
9832638,NIAGARA HIGHWAY,Vehicle carrier,2021-05-17,2022-06-30,14.3
9832640,CMB RUBENS,Bulk carrier,2021-02-04,2022-06-30,3.68
9832652,NICON FUTURE,Bulk carrier,2021-02-24,2022-06-30,3.68
9832676,NICON FORTUNE,Bulk carrier,2021-02-15,2022-06-30,3.66
9832705,FEDERAL IBUKI,Bulk carrier,2021-02-16,2022-06-30,3.7
9832717,EVER GOVERN,Container ship,2021-04-26,2022-06-30,7.48
9832729,EVER GREET,Container ship,2021-04-30,2022-06-30,7.6
9832808,REFERENCE POINT,Gas carrier,2021-04-29,2022-06-30,4.0
9832925,AM KIRTI,Bulk carrier,2021-04-19,2022-06-30,2.55
9833058,NORD VANQUISH,Chemical tanker,2021-04-26,2022-06-30,4.45
9833101,EAGLE BLANE,Oil tanker,2021-03-05,2022-06-30,2.9
9833113,EAGLE BALDER,Oil tanker,2021-03-05,2022-06-30,2.91
9833199,CRYSTAL ANGEL,Gas carrier,2021-03-16,2022-06-30,6.23
9833577,MARLIN MODEST,Oil tanker,2021-06-05,2022-06-30,4.05
9833589,MARLIN MAVERICK,Chemical tanker,2021-04-27,2022-06-30,4.04
9833591,STI MIRACLE,Chemical tanker,2021-03-30,2022-06-30,4.14
